Date,EM_PRICE,EM_TR,EM_EMEA_PRICE,EM_EMEA_TR,EM_LATAM_PRICE,EM_LATAM_TR,EM_ASIA_PRICE,EM_ASIA_TR,ACWI_PRICE,ACWI_TR,DEV_PRICE,DEV_TR,DEV_NORTHAM_PRICE,DEV_NORTHAM_TR,DEV_EUROPE_PRICE,DEV_EUROPE_TR,DEV_ASIA_PRICE,DEV_ASIA_TR,UK_PRICE,UK_TR,IRELAND_PRICE,IRELAND_TR,GERMANY_PRICE,GERMANY_TR,AUSTRIA_PRICE,AUSTRIA_TR,SWITZERLAND_PRICE,SWITZERLAND_TR,NETHERLANDS_PRICE,NETHERLANDS_TR,BELGIUM_PRICE,BELGIUM_TR,SWEDEN_PRICE,SWEDEN_TR,FINLAND_PRICE,FINLAND_TR,NORWAY_PRICE,NORWAY_TR,FRANCE_PRICE,FRANCE_TR,ITALY_PRICE,ITALY_TR,SPAIN_PRICE,SPAIN_TR,PORTUGAL_PRICE,PORTUGAL_TR,ISRAEL_PRICE,ISRAEL_TR,JAPAN_PRICE,JAPAN_TR,AUSTRALIA_PRICE,AUSTRALIA_TR,NEW_ZEALAND_PRICE,NEW_ZEALAND_TR,HONG_KONG_PRICE,HONG_KONG_TR,SINGAPORE_PRICE,SINGAPORE_TR,BRAZIL_PRICE,BRAZIL_TR,MEXICO_PRICE,MEXICO_TR,CHILE_PRICE,CHILE_TR,COLOMBIA_PRICE,COLOMBIA_TR,PERU_PRICE,PERU_TR,RUSSIA_PRICE,RUSSIA_TR,POLAND_PRICE,POLAND_TR,HUNGARY_PRICE,HUNGARY_TR,CZECH_PRICE,CZECH_TR,GREECE_PRICE,GREECE_TR,TURKEY_PRICE,TURKEY_TR,QATAR_PRICE,QATAR_TR,UAE_PRICE,UAE_TR,EGYPT_PRICE,EGYPT_TR,SOUTH_AFRICA_PRICE,SOUTH_AFRICA_TR,CHINA_PRICE,CHINA_TR,INDIA_PRICE,INDIA_TR,TAIWAN_PRICE,TAIWAN_TR,KOREA_PRICE,KOREA_TR,MALAYSIA_PRICE,MALAYSIA_TR,INDONESIA_PRICE,INDONESIA_TR,THAILAND_PRICE,THAILAND_TR,PHILLIPINES_PRICE,PHILLIPINES_TR,CANADA_PRICE,CANADA_TR,USA_PRICE,USA_TR
31/12/69,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,,,,,100,100,100,100,,,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100
30/01/70,,,,,,,,,,,94.249,94.528,93.347,93.641,98.933,99.23,97.913,98.209,99.069,99.383,,,94.971,95.232,99.769,100.051,97.346,97.5,94.277,94.638,100.681,101.067,95.944,96.232,,,103.799,104.033,103.671,103.938,103.906,104.183,103.69,103.941,,,,,98.135,98.486,96.743,96.92,,,105.158,105.587,98.707,98.978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.195,102.493,92.592,92.886
27/02/70,,,,,,,,,,,96.979,97.558,98.153,98.756,95.657,96.248,98.338,98.928,93.564,94.182,,,91.998,92.512,98.35,98.924,95.575,95.886,94.798,95.525,100.495,101.267,89.684,90.238,,,101.84,102.299,100.642,101.171,100.889,101.428,108.521,109.047,,,,,99.057,99.768,95.515,95.85,,,112.226,113.115,100.033,100.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.475,107.088,97.527,98.13
31/03/70,,,,,,,,,,,97.075,97.947,98.514,99.416,96.663,97.56,100.593,101.497,95.651,96.612,,,92.632,93.39,97.544,98.416,95.379,95.857,95.802,96.899,100.754,101.957,92.021,92.891,,,106.649,107.371,99.325,100.13,104.277,105.097,104.967,105.739,,,,,102.793,103.893,95.075,95.575,,,116.391,117.773,97.257,98.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.304,108.227,97.829,98.729
30/04/70,,,,,,,,,,,87.8,88.877,89.644,90.758,89.345,90.49,89.036,90.138,85.666,86.858,,,88.161,89.142,99.827,101.021,86.184,86.782,89.534,90.929,99.313,100.935,82.543,83.629,,,103.643,104.613,93.254,94.308,103.795,104.872,96.282,97.249,,,,,90.061,91.389,84.313,84.926,,,116.488,118.334,90.926,91.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.786,95.896,89.088,90.2
29/05/70,,,,,,,,,,,82.06,83.357,84.145,85.482,84.362,85.756,85.436,86.791,81.149,82.614,,,79.689,80.844,99.682,101.202,83.853,84.604,87.087,88.813,95.123,97.124,76.661,77.98,,,99.426,100.616,90.563,91.884,93.792,95.026,91.612,92.802,,,,,87.377,89.027,78.733,79.47,,,112.89,115.137,90.394,91.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.524,86.828,83.789,85.125
30/06/70,,,,,,,,,,,79.837,81.389,81.067,82.65,85.142,86.867,89.665,91.394,84.601,86.466,,,76.548,77.929,101.98,103.864,84.178,85.101,86.835,88.925,95.669,98.128,81.849,83.57,,,104.283,105.803,88.219,89.812,89.173,90.617,94.853,96.399,,,,,88.687,90.73,88.785,89.789,,,117.959,120.788,90.81,92.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.558,91.242,80.099,81.667
31/07/70,,,,,,,,,,,84.585,86.525,86.746,88.733,88.972,91.099,90.735,92.792,87.533,89.798,,,81.008,82.744,102.928,105.161,87.275,88.384,94.13,96.773,100.958,104.009,88.866,91.045,,,111.49,113.389,93.105,95.094,91.445,93.198,96.868,98.692,,,,,88.586,90.997,91.499,92.703,,,126.103,129.612,91.473,93.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.705,97.821,85.851,87.823
31/08/70,,,,,,,,,,,87.175,89.464,90.007,92.361,89.423,91.882,89.818,92.167,87.108,89.704,,,81.757,83.787,107.071,109.731,90.981,92.324,100.126,103.306,100.293,103.779,83.003,85.35,,,122.538,124.906,92.483,94.766,91.278,93.299,96.961,99.066,,,,,87.343,90.094,90.662,92.038,,,131.03,135.158,90.324,92.459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.774,102.311,89.109,91.445
30/09/70,,,,,,,,,,,89.788,92.438,92.985,95.711,90.18,92.984,88.932,91.579,91.989,95.07,,,80.219,82.492,108.778,111.824,86.953,88.406,98.168,101.658,100.77,104.731,80.734,83.328,,,125.817,128.526,89.657,92.184,88.864,91.074,93.5,95.809,,,,,86.037,89.131,90.656,92.216,,,128.427,132.97,90.89,93.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.006,109.037,91.875,94.574
30/10/70,,,,,,,,,,,88.264,91.164,92,94.99,89.496,92.609,86.633,89.537,91.557,94.962,,,78.815,81.325,107.153,110.493,85.703,87.338,97.912,101.773,101.822,106.34,72.224,74.867,,,128.252,131.298,90.75,93.619,84.714,87.081,96.325,99,,,,,86.845,90.358,82.215,83.818,,,124.276,129.165,91.478,94.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.251,107.571,90.95,93.91
30/11/70,,,,,,,,,,,90.035,93.296,96.626,100.067,85.177,88.47,83.683,86.819,85.076,88.586,,,75.754,78.446,107.586,111.281,82.107,83.876,87.781,91.623,100.045,104.938,78.211,81.398,,,127.163,130.519,89.764,92.919,82.847,85.424,96.092,99.057,,,,,84.039,87.839,78.062,79.769,,,129.532,135.149,90.192,93.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.918,112.744,95.67,99.08
31/12/70,,,,,,,,,,,94.292,98.017,101.638,105.565,86.952,90.645,84.517,88.008,90.171,94.235,,,73.272,76.16,107.423,111.455,84.769,86.797,89.167,93.449,101.748,107.181,77.516,80.997,,,130.438,134.215,91.298,94.83,79.683,82.422,93.121,96.299,,,,,84.422,88.621,78.896,80.809,,,138.801,145.362,92.763,96.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.571,115.836,100.927,104.83
29/01/71,,,,,,,,,,,98.42,102.615,105.898,110.294,90.435,94.606,87.022,90.948,90.221,94.634,,,83.577,87.16,105.712,110.027,92.24,94.62,91.176,95.937,110.062,116.396,82.986,87.038,,,139.894,144.28,95.686,99.711,80.519,83.551,99.125,102.815,,,,,88.749,93.552,76.975,79.039,,,145.166,152.572,98.506,102.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.963,119.716,105.338,109.712
26/02/71,,,,,,,,,,,99.255,103.788,106.704,111.432,90.479,94.991,88.679,93.008,88.342,93.033,,,86.937,90.951,106.492,111.19,92.626,95.189,91.13,96.272,112.731,119.681,86.704,91.263,,,139.99,144.716,94.843,99.162,82.663,86.04,99.981,104.006,,,,,92.537,97.927,75.4,77.621,,,137.665,145.231,97.293,101.441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.483,119.574,106.18,110.885
31/03/71,,,,,,,,,,,103.407,108.435,110.759,115.96,93.231,98.215,94.667,99.611,95.724,101.16,,,87.535,91.874,104.958,109.936,97.362,100.24,92.017,97.59,110.158,117.423,89.224,94.244,,,125.919,130.56,92.773,97.337,79.611,83.133,96.75,100.947,,,,,99.89,106.087,79.422,81.96,,,138.105,146.23,99.236,103.769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.253,124.909,110.272,115.446
30/04/71,,,,,,,,,,,106.587,112.068,114.337,120,96.871,102.381,97.172,102.572,106.114,112.496,,,81.985,86.343,106.554,111.962,100.005,103.141,95.939,102.131,113.154,121.092,86.159,91.332,,,132.327,137.582,92.489,97.379,76.827,80.46,97.37,101.899,,,,,104.778,111.659,76.395,79.033,,,148.416,157.685,101.384,106.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.655,124.645,114.333,119.987
31/05/71,,,,,,,,,,,103.859,109.5,109.822,115.562,99.323,105.314,96.369,102.049,109.808,116.771,,,85.654,90.516,111.781,117.827,96.073,99.284,96.939,103.583,114.18,122.671,88.937,94.607,,,149.674,156.007,97.258,102.741,71.594,75.217,99.694,104.644,,,,,103.75,110.941,74.116,76.873,,,160.237,170.784,111.142,116.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.137,121.303,109.661,115.381
30/06/71,,,,,,,,,,,104.711,110.702,110.232,116.295,99.931,106.294,103.76,110.204,111.481,118.905,,,85.606,90.781,110.266,116.598,100.455,104.02,95.561,102.501,114.97,124.006,89.627,95.675,,,169.761,177.327,95.143,100.85,71.314,75.091,99.163,104.407,,,,,113.393,121.637,74.664,77.642,,,194.154,207.468,114.785,121.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.167,120.632,110.183,116.229
30/07/71,,,,,,,,,,,102.836,109.019,106.443,112.6,104.229,111.207,102.896,109.61,118.75,127.017,,,89.821,95.577,110.905,117.626,102.537,106.38,97.008,104.452,119.064,128.914,89.991,96.383,,,164.709,172.437,97.59,103.788,68.547,72.346,102.77,108.529,,,,,113.646,122.295,71.551,74.59,,,191.666,205.337,120.404,127.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.114,120.928,106.03,112.147
31/08/71,,,,,,,,,,,104.877,111.488,110.497,117.191,103.881,111.187,98.483,105.251,120.159,128.899,,,87.891,93.843,109.728,116.756,103.503,107.597,92.356,99.857,117.383,127.624,90.916,97.707,,,170.141,178.525,94.62,100.99,66.712,70.58,105.967,112.231,,,,,105.824,114.296,68.99,72.106,,,226.984,243.702,123.92,131.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.35,125.772,110.172,116.828
30/09/71,,,,,,,,,,,103.676,110.515,108.912,115.81,101.594,109.093,98.709,105.838,120.061,129.17,,,86.692,92.894,111.321,118.845,99.694,103.853,86.725,94.191,113.388,123.823,88.617,95.569,,,158.467,166.678,86.343,92.517,63.951,67.828,104.424,110.929,,,,,109.023,118.163,62.037,65.038,,,239.793,257.99,134.391,142.749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.027,124.729,108.577,115.434
29/10/71,,,,,,,,,,,99.54,106.433,104.684,111.614,97.979,105.571,95.807,103.07,116.73,125.963,,,79.913,85.958,111.242,119.147,92.107,96.165,83.271,90.869,110.124,120.801,92.332,99.916,,,141.713,149.466,80.492,86.607,65.094,69.213,107.205,114.216,,,,,104.432,113.602,62.188,65.387,,,233.06,251.268,138.418,147.369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.116,118.794,104.476,111.371
30/11/71,,,,,,,,,,,100.176,107.426,104.919,112.174,100.415,108.566,98.123,105.905,119.552,129.396,,,81.808,88.326,109.947,118.152,101.58,106.267,80.898,88.714,113.298,124.836,98.41,106.831,,,137.597,145.535,85.727,92.601,63.471,67.661,106.791,114.116,,,,,111.398,121.595,61.12,64.457,,,177.152,191.517,143.14,152.739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.504,118.485,104.682,111.897
31/12/71,,,,,,,,,,,108.993,117.193,111.508,119.518,107.003,116.064,112.818,122.116,128.619,139.603,,,87.632,94.953,112.113,120.881,105.535,110.626,86.292,95.071,118.47,131.093,101.334,110.354,,,150.279,159.359,88.876,96.386,67.933,72.593,113.51,121.66,,,,,125.416,137.317,75.197,79.501,,,216.607,234.68,147.188,157.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.988,132.233,111.027,118.976
31/01/72,,,,,,,,,,,112.774,121.582,113.753,122.221,113.116,123.074,118.098,128.195,135.48,147.454,,,93.795,101.939,113.195,122.454,114.257,119.988,92.523,102.386,125.532,139.478,105.286,115.011,,,146.566,155.837,94.38,102.747,70.35,75.357,118.526,127.385,,,,,135.098,148.362,72.708,77.068,,,214.066,232.448,156.814,168.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.424,138.434,113.067,121.455
29/02/72,,,,,,,,,,,116.888,126.354,116.729,125.722,119.014,129.869,128.45,139.795,143.528,156.631,,,101.442,110.614,116.621,126.57,119.872,126.115,97.17,107.986,131.598,146.785,104.054,114.026,,,144.856,154.391,100.28,109.571,65.675,70.531,122.527,132.037,,,,,147.084,161.969,80.027,85.016,,,221.527,241.072,167.37,179.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.477,143.148,116.038,124.948
31/03/72,,,,,,,,,,,118.297,128.197,118.227,127.644,122.072,133.594,134.832,147.103,143.712,157.251,,,106.619,116.598,116.058,126.368,122.892,129.529,95.204,106.259,137.76,154.211,111.631,122.696,,,150.077,160.328,112.388,123.221,66.726,71.858,127.948,138.225,,,,,154.375,170.436,82.555,87.899,,,231.995,253.053,199.986,215.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.462,143.49,117.65,126.991
28/04/72,,,,,,,,,,,119.654,129.991,118.22,127.947,124.143,136.245,139.943,153.043,148.028,162.391,,,103.623,113.643,116.904,127.713,122.362,129.206,95.294,106.812,136.435,153.278,113.47,125.091,,,148.226,158.735,115.123,126.64,70.198,75.785,133.858,144.96,,,,,162.135,179.437,80.83,86.271,,,258.97,283.063,203.96,219.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.848,144.268,117.641,127.288
31/05/72,,,,,,,,,,,121.882,132.732,118.306,128.339,125.991,138.664,149.973,164.378,144.88,159.362,,,106.274,116.862,125.202,137.2,131.224,138.806,106.081,119.358,138.15,155.763,108.92,120.475,,,146.52,157.287,121.586,134.174,72.393,78.344,139.385,151.31,,,,,175.51,194.676,84.216,90.094,,,281.521,308.303,200.815,216.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.779,152.174,117.322,127.239
30/06/72,,,,,,,,,,,118.841,129.744,116.331,126.504,119.389,131.783,155.453,170.75,131.316,144.851,,,104.394,115.11,125.674,138.154,121.551,128.821,102.822,116.154,139.224,157.539,109.884,121.916,,,164.93,177.434,116.565,129.073,72.737,78.9,142.211,154.751,,,,,182.196,202.531,86.366,92.602,,,295.973,324.697,208.647,225.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.3,155.318,115.029,125.054
31/07/72,,,,,,,,,,,120.466,131.847,115.566,125.976,125.392,138.789,164.56,181.121,138.483,153.165,,,110.14,121.76,146.122,161.074,129.733,137.744,108.641,123.188,147.039,166.953,112.214,124.874,,,169.616,182.855,124.157,137.926,71.104,77.316,145.949,159.189,,,,,197.434,219.908,81.37,87.456,,,321.875,353.671,238.097,258.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.562,154.899,114.189,124.441
31/08/72,,,,,,,,,,,123.678,135.69,119.749,130.841,125.933,139.771,166.807,183.957,139.106,154.264,,,107.439,119.092,142.662,157.705,133.747,142.254,109.2,124.286,144.992,165.193,116.895,130.463,,,174.315,188.296,124.831,139.114,71.407,77.832,151.358,165.501,,,,,201.994,225.42,81.753,88.081,,,296.103,325.922,247.764,268.951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.026,165.655,118.164,129.073
29/09/72,,,,,,,,,,,121.59,133.722,119.803,131.193,118.277,131.657,171.976,190.019,123.612,137.493,,,103.369,114.894,140.929,156.23,132.837,141.534,103.219,117.939,145.072,165.851,115.816,129.636,,,164.574,178.144,122.798,137.283,70.459,76.985,149.051,163.386,,,,,210.842,235.724,79.041,85.365,,,322.753,355.849,237.354,258.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.878,164.794,118.165,129.375
31/10/72,,,,,,,,,,,122.381,134.917,120.885,132.699,117.81,131.52,181.033,200.394,123.038,137.254,,,101.066,112.651,143.075,159.045,131.298,140.15,103.848,119.123,143.725,164.875,114.125,128.127,,,156.669,169.969,117.505,131.781,71.841,78.678,159.192,174.881,,,,,217.308,243.398,83.749,90.653,,,414.095,457.128,251.391,273.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.48,161.46,119.508,131.162
30/11/72,,,,,,,,,,,128.591,142.094,125.276,137.83,120.735,135.167,207.572,230.145,131.483,147.078,,,102.335,114.39,147.393,164.283,126.771,135.578,105.392,121.357,144.73,166.597,117.373,132.158,,,159.447,173.358,109.436,123.151,78.268,85.902,156.586,172.448,,,,,255.671,286.819,86.284,93.6,,,435.579,481.407,329.449,359.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.045,169.105,123.924,136.315
29/12/72,,,,,,,,,,,130.737,144.79,127.34,140.418,119.526,134.192,228.252,253.447,129.341,145.08,,,100.454,112.605,149.009,166.527,132.841,142.33,106.644,123.269,149.903,173.123,114.193,128.963,,,159.476,173.766,106.616,120.388,75.734,83.308,155.575,171.734,,,,,277.376,311.61,88.549,96.273,,,556.862,616.171,459.6,501.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.023,176.136,125.796,138.685
31/01/73,,,,,,,,,,,130.825,145.225,124.549,137.65,119.81,134.904,235.848,262.265,120.854,135.967,,,106.615,119.84,164.156,183.899,138.311,148.461,112.083,130.032,159.87,185.225,118.97,134.752,,,185.893,202.92,113.825,128.956,70.209,77.41,166.385,184.065,,,,,281.705,316.923,91.343,99.534,,,650.866,720.907,533.708,582.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.436,175.909,122.627,135.496
28/02/73,,,,,,,,,,,131.515,146.32,118.981,131.793,127.876,144.407,265.451,295.635,122.285,138.001,,,115.627,130.327,178.404,200.344,149.03,160.274,120.984,140.895,186.181,216.373,126.296,143.466,,,203.952,223.079,128.655,146.231,79.38,87.712,185.906,206.107,,,,,305.088,343.744,92.211,100.731,,,1221.477,1354.275,469.859,513.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.759,172.243,116.731,129.271
30/03/73,,,,,,,,,,,131.476,146.617,117.542,130.515,131.194,148.572,258.854,288.726,121.904,138.007,,,121.826,137.669,189.384,213.171,145.867,157.175,125.784,147.01,187.933,219.082,122.02,139.036,,,232.745,255.038,135.636,154.641,86.742,96.022,197.682,219.601,,,,,305.443,344.66,91.909,100.652,,,964.173,1069.798,480.34,525.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.792,172.697,115.18,127.862
30/04/73,,,,,,,,,,,124.631,139.331,112.928,125.706,131.608,149.476,222.01,248.068,123.092,139.794,,,115.14,130.471,194.218,219.103,138.962,150.033,122.868,144.129,191.169,223.516,124.249,142,,,291.54,319.918,144.55,165.286,87.004,96.489,203.432,226.441,,,,,271.227,306.562,85.969,94.406,,,556.938,618.827,371.782,407.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.843,165.355,110.582,123.065
31/05/73,,,,,,,,,,,124.046,139.013,110.802,123.628,133.226,151.756,230.19,257.671,126.683,144.328,,,108.097,122.867,193.726,219.078,152.749,165.248,122.223,143.934,199.448,233.888,131.731,151.015,,,337.382,370.715,148.494,170.304,96.02,106.656,190.366,212.338,,,,,277.834,314.579,92.969,102.356,,,567.829,631.768,457.083,501.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.767,158.983,108.675,121.224
29/06/73,,,,,,,,,,,124.611,139.984,110.937,124.071,138.043,157.715,230.28,258.228,125.845,143.828,,,119.82,136.624,216.707,245.678,160.115,173.563,124.082,146.733,212.928,250.438,137.903,158.577,,,363.92,400.374,153.946,177.086,108.869,121.109,194.301,217.178,,,,,282.356,320.233,90.543,99.952,,,481.029,536.04,476.948,523.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.386,162.352,108.663,121.493
31/07/73,,,,,,,,,,,127.351,143.42,115.06,129.003,130.381,149.433,242.291,272.154,116.346,133.414,,,115.335,131.96,223.694,254.253,148.666,161.502,123.832,147.048,205.91,242.928,139.792,161.244,,,362.771,399.609,144.321,166.554,85.398,95.173,198.519,222.374,,,,,299.083,339.74,92.085,101.925,,,531.557,593.188,446.956,491.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.071,171.435,112.758,126.387
31/08/73,,,,,,,,,,,121.822,137.559,111.264,125.07,124.579,143.236,226.245,254.597,109.663,126.191,,,111.005,127.44,211.489,241.023,141.433,153.978,115.833,138.145,188.98,223.668,128.684,148.902,,,331.93,366.123,132.794,153.762,93.314,104.177,201.878,226.607,,,,,284.534,323.753,81.833,90.849,,,455.396,509.086,366.701,403.897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.361,171.09,108.823,122.291
28/09/73,,,,,,,,,,,125.11,141.637,114.925,129.519,126.939,146.412,214.563,241.933,111.152,128.342,,,111.16,128.065,212.871,243.246,148.609,162.127,119.02,142.609,196.974,233.861,128.416,149.063,,,336.666,371.841,135.551,157.477,90.407,101.109,214.991,241.79,,,,,268.81,306.423,79.106,88.114,,,408.124,457.153,394.248,434.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.081,176.88,112.524,126.776
31/10/73,,,,,,,,,,,126.136,143.167,115.646,130.667,129.984,150.386,216.888,245.042,114.867,133.073,,,117.424,135.721,206.502,236.598,150.946,165.006,116.729,140.528,202.493,241.142,131.091,152.651,,,355.613,393.227,137.523,160.3,93.331,104.553,212.826,239.834,,,,,267.037,304.958,83.538,93.369,,,470.378,527.766,412.396,455.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.3,190.083,112.818,127.435
30/11/73,,,,,,,,,,,109.548,124.712,103.516,117.304,110.038,127.755,187.671,212.516,97.521,113.411,,,97.156,112.707,186.524,214.296,128.691,140.995,95.45,115.523,170.529,203.762,114.666,133.981,,,332.111,367.698,112.465,131.585,81.767,91.766,188.277,212.664,,,,,229.948,263.148,76.222,85.512,,,398.385,447.96,341.219,377.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.805,171.856,100.662,114.036
31/12/73,,,,,,,,,,,108.41,123.787,104.931,119.264,106.272,123.824,176.49,200.349,91.955,107.374,,,92.367,107.545,180.77,208.256,124.724,136.956,96.444,117.329,165.481,198.397,113.137,132.635,,,358.696,397.56,106.393,124.956,81.627,91.785,190.009,215.12,,,,,216.875,248.746,75.12,84.606,,,332.727,375.096,303.585,336.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.275,170.623,102.227,116.157
31/01/74,,,,,,,,,,,109.006,124.841,103.5,117.991,105.85,123.764,179.441,204.166,87.844,103.003,,,96.636,112.909,176.729,204.161,128.3,141.188,94.605,115.677,162.016,194.908,115.691,136.059,,,380.494,422.142,106.206,125.183,78.65,88.592,199.45,226.299,,,,,215.756,247.978,84.766,95.804,,,350.689,396.302,311.553,345.737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.615,176.11,100.276,114.282
28/02/74,,,,,,,,,,,110.459,126.894,103.599,118.466,108.841,127.707,185.389,211.416,93.71,110.319,,,93.448,109.595,182.487,211.392,125.43,138.352,93.664,115.137,167.215,201.898,125.448,147.977,,,356.815,396.334,111.559,131.975,79.803,90.041,205.241,233.375,,,,,223.683,257.623,92.385,104.755,,,297.606,337.266,309.613,344.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.19,183.034,99.958,114.27
29/03/74,,,,,,,,,,,107.416,123.8,100.887,115.729,104.132,122.649,184.372,210.763,78.439,92.803,,,98.319,115.748,194.908,226.402,131.21,145.077,94.232,116.481,166.188,201.461,136.004,160.909,,,341.295,379.569,104.028,123.558,94.545,106.808,201.906,230.081,,,,,227.06,262.08,86.469,98.39,,,262.788,298.827,289.829,322.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.099,178.88,97.305,111.59
30/04/74,,,,,,,,,,,105.382,121.85,96.649,111.229,108.322,128.073,183.889,210.716,84.515,100.459,,,105.832,125.05,199.281,232.118,130.44,144.587,98.169,122.015,171.529,208.851,141.035,167.375,,,340.965,379.707,99.118,118.227,88.561,100.19,215.912,246.553,,,,,230.05,266.083,83.02,94.827,,,235.67,268.995,258.208,288.261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.675,166.256,93.358,107.411
