Date,SP_Price,SP_Divi,SP_Yield,SP_TR,SP_TR_Index,Bond_Yield,Bond_px_chg,Bond_Price_index,Bond_TR,Bond_TR_Index
01/06/1875,4.38,0.32,7.3059360731,-0.014261745,1.3052683341,4.87,0.0034,1.0388916061,0.0074583333,1.3152651187
01/07/1875,4.39,0.31,7.0615034169,0.008228691,1.3160089839,4.83,0.0034,1.0424238375,0.007425,1.3250309622
01/08/1875,4.41,0.31,7.029478458,0.0104403948,1.3297486373,4.79,0.0034,1.0459680786,0.0073916667,1.3348251494
01/09/1875,4.37,0.31,7.0938215103,-0.0032596372,1.3254141392,4.75,0.0034,1.04952437,0.0073583333,1.3446472378
01/10/1875,4.3,0.31,7.2093023256,-0.0102021358,1.3118920842,4.71,0.0034,1.0530927529,0.007325,1.3544967788
01/11/1875,4.37,0.3,6.8649885584,0.0221414729,1.3409393072,4.67,0.0034,1.0566732683,0.0072916667,1.3643733178
01/12/1875,4.37,0.3,6.8649885584,0.0057208238,1.3486105847,4.63,0.0034,1.0602659574,0.0072583333,1.3742763942
01/01/1876,4.46,0.3,6.7264573991,0.0263157895,1.3841003369,4.59,0.0034,1.0638708616,0.007225,1.3842055411
01/02/1876,4.52,0.3,6.6371681416,0.019058296,1.4104789308,4.58,0.0009916667,1.0649258669,0.0048069444,1.3908593403
01/03/1876,4.51,0.3,6.6518847007,0.0033185841,1.4151597237,4.57,0.0009916667,1.0659819184,0.0047972222,1.3975316016
01/04/1876,4.34,0.3,6.9124423963,-0.0321507761,1.3696612403,4.56,0.0009916667,1.0670390171,0.0047875,1.4042222841
01/05/1876,4.18,0.3,7.1770334928,-0.0311059908,1.3270565704,4.54,0.0009916667,1.0680971641,0.0047777778,1.4109313462
01/06/1876,4.15,0.3,7.2289156627,-0.0011961722,1.3254691822,4.53,0.0009916667,1.0691563605,0.0047680556,1.4176587452
01/07/1876,4.1,0.3,7.3170731707,-0.0060240964,1.317484428,4.52,0.0009916667,1.0702166072,0.0047583333,1.4244044381
01/08/1876,3.93,0.3,7.6335877863,-0.0353658537,1.2708904666,4.51,0.0009916667,1.0712779054,0.0047486111,1.4311683808
01/09/1876,3.69,0.3,8.1300813008,-0.0547073791,1.20136338,4.5,0.0009916667,1.0723402559,0.0047388889,1.4379505287
01/10/1876,3.67,0.3,8.174386921,0.0013550136,1.2029912436,4.49,0.0009916667,1.07340366,0.0047291667,1.4447508364
01/11/1876,3.6,0.3,8.3333333333,-0.0122615804,1.1882406698,4.47,0.0009916667,1.0744681187,0.0047194444,1.4515692578
01/12/1876,3.58,0.3,8.3798882682,0.0013888889,1.1898910041,4.46,0.0009916667,1.0755336329,0.0047097222,1.4584057457
01/01/1877,3.55,0.29,8.1690140845,-0.0016108007,1.1879743267,4.45,0.0009916667,1.0766002037,0.0047,1.4652602528
01/02/1877,3.34,0.28,8.3832335329,-0.0525422535,1.1255554785,4.44,0.0007791667,1.0774390547,0.0044798611,1.4718244152
01/03/1877,3.17,0.27,8.5173501577,-0.0440993014,1.0759192682,4.43,0.0007791667,1.0782785593,0.0044722222,1.478406741
01/04/1877,2.94,0.26,8.843537415,-0.0656335436,1.005302874,4.42,0.0007791667,1.079118718,0.0044645833,1.4850072111
01/05/1877,2.94,0.25,8.5034013605,0.0072052154,1.0125462977,4.41,0.0007791667,1.0799595314,0.0044569444,1.4916258058
01/06/1877,2.73,0.25,9.1575091575,-0.064484127,0.9472531337,4.4,0.0007791667,1.0808009998,0.0044493056,1.4982625048
01/07/1877,2.85,0.24,8.4210526316,0.0511538462,0.9957087748,4.4,0.0007791667,1.0816431239,0.0044416667,1.5049172874
01/08/1877,3.05,0.23,7.5409836066,0.0768040936,1.0721832847,4.39,0.0007791667,1.0824859042,0.0044340278,1.5115901324
01/09/1877,3.24,0.22,6.7901234568,0.0682377049,1.1453466113,4.38,0.0007791667,1.0833293411,0.0044263889,1.5182810182
01/10/1877,3.31,0.21,6.3444108761,0.0269624486,1.1762279604,4.37,0.0007791667,1.0841734353,0.00441875,1.5249899225
01/11/1877,3.26,0.2,6.1349693252,-0.0100906344,1.164359074,4.36,0.0007791667,1.0850181871,0.0044111111,1.5317168224
01/12/1877,3.25,0.19,5.8461538462,0.0017893661,1.1664425386,4.35,0.0007791667,1.0858635971,0.0044034722,1.5384616949
01/01/1878,3.25,0.19,5.8461538462,0.0048512821,1.1721012803,4.34,0.0007791667,1.0867096658,0.0043958333,1.5452245161
01/02/1878,3.18,0.19,5.9748427673,-0.0167102564,1.1525151674,4.33,0.00085,1.087633369,0.0044583333,1.5521136421
01/03/1878,3.24,0.19,5.8641975309,0.0237814465,1.1799236453,4.32,0.00085,1.0885578574,0.00445,1.5590205478
01/04/1878,3.33,0.19,5.7057057057,0.0325797325,1.218365242,4.31,0.00085,1.0894831315,0.0044416667,1.5659451974
01/05/1878,3.34,0.19,5.6886227545,0.0076526527,1.227688968,4.3,0.00085,1.0904091922,0.0044333333,1.5728875544
01/06/1878,3.41,0.19,5.5718475073,0.0255738523,1.2590857043,4.29,0.00085,1.09133604,0.004425,1.5798475819
01/07/1878,3.48,0.18,5.1724137931,0.0250293255,1.2905997703,4.28,0.00085,1.0922636756,0.0044166667,1.586825242
01/08/1878,3.45,0.18,5.2173913043,-0.0042313218,1.2851388273,4.27,0.00085,1.0931920998,0.0044083333,1.5938204966
01/09/1878,3.52,0.18,5.1136363636,0.0246980676,1.316879273,4.26,0.00085,1.0941213131,0.0044,1.6008333068
01/10/1878,3.48,0.18,5.1724137931,-0.0070620265,1.3075794366,4.25,0.00085,1.0950513162,0.0043916667,1.6078636331
01/11/1878,3.47,0.18,5.1873198847,0.0014559387,1.3094831921,4.24,0.00085,1.0959821098,0.0043833333,1.6149114353
01/12/1878,3.45,0.18,5.2173913043,-0.0014409222,1.3075963287,4.23,0.00085,1.0969136946,0.004375,1.6219766729
01/01/1879,3.58,0.18,5.0279329609,0.0420700483,1.3626069694,4.22,0.00085,1.0978460712,0.0043666667,1.6290593043
01/02/1879,3.71,0.18,4.8517520216,0.0405796089,1.4179010274,4.2,0.0014166667,1.0994013532,0.0049194444,1.6370733711
01/03/1879,3.65,0.19,5.2054794521,-0.012017071,1.4008620101,4.19,0.0014166667,1.1009588384,0.0049055556,1.6451041255
01/04/1879,3.77,0.19,5.0397877984,0.0371392694,1.4528890017,4.17,0.0014166667,1.1025185301,0.0048916667,1.6531514265
01/05/1879,3.94,0.19,4.8223350254,0.049255084,1.5244511715,4.15,0.0014166667,1.1040804313,0.0048777778,1.6612151318
01/06/1879,3.96,0.19,4.797979798,0.0090947547,1.5383156809,4.14,0.0014166667,1.1056445453,0.0048638889,1.6692950976
01/07/1879,4.04,0.19,4.702970297,0.0242361111,1.5755984707,4.12,0.0014166667,1.1072108751,0.00485,1.6773911788
01/08/1879,4.07,0.19,4.6683046683,0.0114129538,1.5935807032,4.1,0.0014166667,1.1087794238,0.0048361111,1.6855032289
01/09/1879,4.22,0.2,4.7393364929,0.0408476658,1.6586747553,4.09,0.0014166667,1.1103501947,0.0048222222,1.6936311001
01/10/1879,4.68,0.2,4.2735042735,0.1128890205,1.8459209238,4.07,0.0014166667,1.1119231908,0.0048083333,1.7017746429
01/11/1879,4.93,0.2,4.0567951318,0.0569497863,1.951045726,4.05,0.0014166667,1.1134984153,0.0047944444,1.7099337069
01/12/1879,4.92,0.2,4.0650406504,0.001352265,1.9536840569,4.04,0.0014166667,1.1150758714,0.0047805556,1.71810814
01/01/1880,5.11,0.21,4.1095890411,0.0420901084,2.0359148307,4.02,0.0014166667,1.1166555622,0.0047666667,1.7262977888
01/02/1880,5.2,0.21,4.0384615385,0.021037182,2.0787447415,3.99,0.0022666667,1.1191866481,0.0055944444,1.7359554659
01/03/1880,5.3,0.22,4.1509433962,0.0226762821,2.1258829435,3.97,0.0022666667,1.1217234712,0.0055722222,1.7456285955
01/04/1880,5.18,0.22,4.2471042471,-0.0191823899,2.085103428,3.94,0.0022666667,1.1242660444,0.00555,1.7553168342
01/05/1880,4.77,0.23,4.821802935,-0.075530888,1.9276137144,3.91,0.0022666667,1.1268143808,0.0055277778,1.7650198356
01/06/1880,4.79,0.23,4.8016701461,0.0082110412,1.9434414301,3.89,0.0022666667,1.1293684934,0.0055055556,1.7747372503
01/07/1880,5.01,0.24,4.7904191617,0.0500173974,2.0406473123,3.86,0.0022666667,1.1319283953,0.0054833333,1.7844687263
01/08/1880,5.19,0.24,4.6242774566,0.0399201597,2.1221102789,3.83,0.0022666667,1.1344940996,0.0054611111,1.7942139083
01/09/1880,5.18,0.25,4.8262548263,0.0020070649,2.1263694919,3.81,0.0022666667,1.1370656196,0.0054388889,1.8039724383
01/10/1880,5.33,0.25,4.6904315197,0.032979408,2.1964958989,3.78,0.0022666667,1.1396429683,0.0054166667,1.8137439557
01/11/1880,5.61,0.26,4.6345811052,0.0565196998,2.3206411877,3.75,0.0022666667,1.1422261591,0.0053944444,1.8235280967
01/12/1880,5.84,0.26,4.4520547945,0.0448603684,2.4247460063,3.73,0.0022666667,1.144815205,0.0053722222,1.8333244949
01/01/1881,6.19,0.27,4.3618739903,0.0637128995,2.579233605,3.7,0.0022666667,1.1474101195,0.00535,1.8431327809
01/02/1881,6.17,0.27,4.376012966,0.0004038772,2.5802752987,3.69,0.0005666667,1.1480603186,0.0036444444,1.849849976
01/03/1881,6.24,0.28,4.4871794872,0.0150594273,2.6191327671,3.69,0.0005666667,1.1487108861,0.0036388889,1.8565813745
01/04/1881,6.22,0.28,4.501607717,0.000534188,2.6205318765,3.68,0.0005666667,1.1493618222,0.0036333333,1.8633269535
01/05/1881,6.5,0.29,4.4615384615,0.0488344051,2.7485039918,3.67,0.0005666667,1.1500131273,0.0036277778,1.8700866896
01/06/1881,6.58,0.29,4.4072948328,0.016025641,2.7925505302,3.67,0.0005666667,1.1506648014,0.0036222222,1.8768605592
01/07/1881,6.35,0.3,4.7244094488,-0.0312183384,2.7053717427,3.66,0.0005666667,1.1513168448,0.0036166667,1.8836485382
01/08/1881,6.2,0.3,4.8387096774,-0.0196850394,2.6521163934,3.65,0.0005666667,1.1519692577,0.0036111111,1.8904506023
01/09/1881,6.25,0.31,4.96,0.0121639785,2.6843766802,3.65,0.0005666667,1.1526220402,0.0036055556,1.897266727
01/10/1881,6.15,0.31,5.0406504065,-0.0118666667,2.6525220769,3.64,0.0005666667,1.1532751927,0.0036,1.9040968872
01/11/1881,6.19,0.32,5.169628433,0.0107723577,2.6810959936,3.63,0.0005666667,1.1539287153,0.0035944444,1.9109410577
01/12/1881,6.01,0.32,5.3244592346,-0.0247711362,2.6146821995,3.63,0.0005666667,1.1545826083,0.0035888889,1.9177992128
01/01/1882,5.92,0.32,5.4054054054,-0.0105379922,2.5871286988,3.62,0.0005666667,1.1552368717,0.0035833333,1.9246713267
01/02/1882,5.79,0.32,5.5267702936,-0.017454955,2.5419704839,3.62,-7.08333333333444E-005,1.1551550425,0.0029465278,1.9303424242
01/03/1882,5.78,0.32,5.5363321799,0.0028785262,2.5492876125,3.62,-7.08333333333444E-005,1.155073219,0.0029472222,1.9360315723
01/04/1882,5.78,0.32,5.5363321799,0.0046136101,2.5610490317,3.62,-7.08333333333067E-005,1.1549914013,0.0029479167,1.941738832
01/05/1882,5.71,0.32,5.6042031524,-0.0074971165,2.5418485488,3.62,-7.08333333333444E-005,1.1549095894,0.0029486111,1.9474642647
01/06/1882,5.68,0.32,5.6338028169,-0.0005837712,2.5403646909,3.62,-7.08333333333067E-005,1.1548277833,0.0029493056,1.9532079319
01/07/1882,6,0.32,5.3333333333,0.0610328638,2.6954104232,3.63,-7.08333333333444E-005,1.154745983,0.00295,1.9589698953
01/08/1882,6.18,0.32,5.1779935275,0.0344444444,2.7882523378,3.63,-7.08333333333444E-005,1.1546641885,0.0029506944,1.9647502169
01/09/1882,6.24,0.32,5.1282051282,0.0140237325,2.8273540426,3.63,-7.08333333333444E-005,1.1545823998,0.0029513889,1.9705489589
01/10/1882,6.07,0.32,5.2718286656,-0.0229700855,2.7624094786,3.63,-7.08333333333067E-005,1.1545006169,0.0029520833,1.9763661836
01/11/1882,5.81,0.32,5.5077452668,-0.0384404174,2.6562213053,3.63,-7.08333333333444E-005,1.1544188397,0.0029527778,1.9822019537
01/12/1882,5.84,0.32,5.4794520548,0.0097532989,2.6821282257,3.63,-7.08333333333444E-005,1.1543370684,0.0029534722,1.9880563322
01/01/1883,5.81,0.32,5.5077452668,-0.0005593607,2.6806279485,3.63,-7.08333333333067E-005,1.1542553029,0.0029541667,1.9939293819
01/02/1883,5.68,0.32,5.6338028169,-0.0177610442,2.6330171971,3.63,7.08333333333067E-005,1.1543370626,0.0030951389,2.0001008703
01/03/1883,5.75,0.32,5.5652173913,0.0170554577,2.6779245106,3.63,7.08333333333444E-005,1.1544188282,0.0030944444,2.0062900713
01/04/1883,5.87,0.32,5.4514480409,0.0255550725,2.7463590656,3.63,7.08333333333444E-005,1.1545005995,0.00309375,2.0124970312
01/05/1883,5.77,0.32,5.5459272097,-0.0124332765,2.7122128238,3.63,7.08333333333067E-005,1.1545823766,0.0030930556,2.0187217963
01/06/1883,5.82,0.33,5.6701030928,0.0133593299,2.7484461696,3.63,7.08333333333444E-005,1.1546641595,0.0030923611,2.0249644131
01/07/1883,5.73,0.33,5.7591623037,-0.0107989691,2.7187657844,3.63,7.08333333333444E-005,1.1547459482,0.0030916667,2.0312249281
01/08/1883,5.47,0.33,6.0329067642,-0.0406239092,2.6083188899,3.62,7.08333333333444E-005,1.1548277428,0.0030909722,2.0375033879
01/09/1883,5.53,0.33,5.9674502712,0.0159582572,2.6499431135,3.62,7.08333333333067E-005,1.1549095431,0.0030902778,2.0437998394
01/10/1883,5.38,0.33,6.1338289963,-0.0221775166,2.5911739562,3.62,7.08333333333444E-005,1.1549913491,0.0030895833,2.0501143293
01/11/1883,5.46,0.33,6.043956044,0.0199690211,2.6429171635,3.62,7.08333333333067E-005,1.155073161,0.0030888889,2.0564469047
01/12/1883,5.34,0.33,6.1797752809,-0.0169413919,2.598142468,3.62,7.08333333333444E-005,1.1551549787,0.0030881944,2.0627976126
01/01/1884,5.18,0.33,6.3706563707,-0.0248392634,2.5336065228,3.62,7.08333333333444E-005,1.1552368022,0.0030875,2.0691665002
01/02/1884,5.32,0.33,6.2030075188,0.0322828185,2.6153984824,3.61,0.0007083333,1.1560550949,0.0037180556,2.0768597762
01/03/1884,5.3,0.33,6.2264150943,0.0013314536,2.6188807642,3.6,0.0007083333,1.1568739673,0.0037111111,2.0845672336
01/04/1884,5.06,0.32,6.3241106719,-0.0401996855,2.513602581,3.6,0.0007083333,1.1576934197,0.0037041667,2.092288818
01/05/1884,4.65,0.32,6.8817204301,-0.0757295784,2.3232485173,3.59,0.0007083333,1.1585134525,0.0036972222,2.1000244748
01/06/1884,4.46,0.32,7.1748878924,-0.035125448,2.2416433723,3.58,0.0007083333,1.1593340662,0.0036902778,2.1077741484
01/07/1884,4.46,0.32,7.1748878924,0.0059473094,2.254975119,3.57,0.0007083333,1.1601552612,0.0036833333,2.1155377832
01/08/1884,4.74,0.32,6.7510548523,0.0686976831,2.4098866852,3.56,0.0007083333,1.1609770378,0.0036763889,2.1233153228
01/09/1884,4.59,0.32,6.9716775599,-0.0261075949,2.3469703397,3.55,0.0007083333,1.1617993966,0.0036694444,2.1311067104
01/10/1884,4.44,0.31,6.981981982,-0.0269916485,2.2836217413,3.55,0.0007083333,1.1626223378,0.0036625,2.1389118887
01/11/1884,4.35,0.31,7.1264367816,-0.014420045,2.2506918129,3.54,0.0007083333,1.163445862,0.0036555556,2.1467308
01/12/1884,4.34,0.31,7.1428571429,0.0036398467,2.2588839862,3.53,0.0007083333,1.1642699694,0.0036486111,2.1545633858
01/01/1885,4.24,0.3,7.0754716981,-0.0172004608,2.2200301406,3.52,0.0007083333,1.1650946607,0.0036416667,2.1624095875
01/02/1885,4.37,0.3,6.8649885584,0.0365231918,2.3011127273,3.51,0.0010625,1.1663325737,0.0039854167,2.1710276907
01/03/1885,4.38,0.29,6.6210045662,0.0078661327,2.3192135854,3.5,0.0010625,1.1675718021,0.003975,2.1796575258
01/04/1885,4.37,0.29,6.6361556064,0.0031716134,2.3265692343,3.48,0.0010625,1.1688123471,0.0039645833,2.1882989597
01/05/1885,4.32,0.28,6.4814814815,-0.0060869565,2.3124075085,3.47,0.0010625,1.1700542103,0.0039541667,2.1969518585
01/06/1885,4.3,0.28,6.511627907,0.0006751543,2.3139687405,3.46,0.0010625,1.1712973929,0.00394375,2.2056160874
01/07/1885,4.46,0.27,6.0538116592,0.0424263566,2.4121420034,3.45,0.0010625,1.1725418963,0.0039333333,2.2142915106
01/08/1885,4.71,0.26,5.5201698514,0.0609734679,2.5592186663,3.43,0.0010625,1.1737877221,0.0039229167,2.2229779917
01/09/1885,4.65,0.26,5.5913978495,-0.0081829441,2.538276723,3.42,0.0010625,1.1750348716,0.0039125,2.2316753931
01/10/1885,4.92,0.25,5.081300813,0.0625752688,2.6971100713,3.41,0.0010625,1.1762833461,0.0039020833,2.2403835765
01/11/1885,5.24,0.25,4.7709923664,0.0692039295,2.8837606867,3.4,0.0010625,1.1775331472,0.0038916667,2.2491024025
01/12/1885,5.2,0.24,4.6153846154,-0.0038167939,2.8727539665,3.38,0.0010625,1.1787842761,0.00388125,2.2578317312
01/01/1886,5.2,0.24,4.6153846154,0.0038189103,2.8837247561,3.37,0.0010625,1.1800367344,0.0038708333,2.2665714216
01/02/1886,5.3,0.24,4.5283018868,0.0230240385,2.9501197458,3.38,-0.0010625,1.1787829454,0.00175625,2.2705520876
01/03/1886,5.19,0.24,4.6242774566,-0.0170597484,2.8997914451,3.4,-0.0010625,1.1775304885,0.0017666667,2.2745633963
01/04/1886,5.12,0.23,4.4921875,-0.00974149,2.8715431556,3.41,-0.0010625,1.1762793624,0.0017770833,2.278605485
01/05/1886,5.02,0.23,4.5816733068,-0.0157600911,2.8262873737,3.42,-0.0010625,1.1750295656,0.0017875,2.2826784923
01/06/1886,5.25,0.23,4.380952381,0.0496347942,2.9665695657,3.43,-0.0010625,1.1737810966,0.0017979167,2.286782558
01/07/1886,5.33,0.23,4.3151969981,0.0188619048,3.0225247183,3.45,-0.0010625,1.1725339542,0.0018083333,2.2909178231
01/08/1886,5.37,0.23,4.2830540037,0.0110490932,3.0559208756,3.46,-0.0010625,1.1712881369,0.00181875,2.2950844299
01/09/1886,5.51,0.23,4.1742286751,0.0295623836,3.1462611808,3.47,-0.0010625,1.1700436432,0.0018291667,2.2992825219
01/10/1886,5.65,0.22,3.8938053097,0.0287855414,3.2368280124,3.48,-0.0010625,1.1688004719,0.0018395833,2.3035122437
01/11/1886,5.79,0.22,3.7996545769,0.0280486726,3.3276167415,3.5,-0.0010625,1.1675586214,0.00185,2.3077737413
01/12/1886,5.64,0.22,3.9007092199,-0.0227403569,3.251945549,3.51,-0.0010625,1.1663180903,0.0018604167,2.3120671621
01/01/1887,5.58,0.22,3.9426523297,-0.0073507683,3.2280412507,3.52,-0.0010625,1.1650788774,0.0018708333,2.3163926544
01/02/1887,5.54,0.23,4.1516245487,-0.0038082437,3.2157480829,3.53,-0.0010625,1.1638409811,0.00188125,2.3207503681
01/03/1887,5.67,0.23,4.0564373898,0.0268877858,3.3022124285,3.55,-0.0010625,1.1626044,0.0018916667,2.3251404542
01/04/1887,5.8,0.23,3.9655172414,0.0263080541,3.3890872117,3.56,-0.0010625,1.1613691328,0.0019020833,2.3295630651
01/05/1887,5.9,0.23,3.8983050847,0.0205818966,3.4588410541,3.57,-0.0010625,1.1601351781,0.0019125,2.3340183544
01/06/1887,5.73,0.24,4.1884816754,-0.0254943503,3.3706601487,3.58,-0.0010625,1.1589025345,0.0019229167,2.3385064772
01/07/1887,5.59,0.24,4.2933810376,-0.0209787667,3.2999478557,3.6,-0.0010625,1.1576712006,0.0019333333,2.3430275898
01/08/1887,5.45,0.24,4.4036697248,-0.0214669052,3.229108188,3.61,-0.0010625,1.1564411749,0.00194375,2.3475818496
01/09/1887,5.38,0.24,4.4609665428,-0.0091360856,3.1996067791,3.62,-0.0010625,1.1552124562,0.0019541667,2.3521694158
01/10/1887,5.2,0.25,4.8076923077,-0.0296623296,3.1046989881,3.63,-0.0010625,1.1539850429,0.0019645833,2.3567904487
01/11/1887,5.3,0.25,4.7169811321,0.0231971154,3.1767190488,3.65,-0.0010625,1.1527589338,0.001975,2.3614451098
01/12/1887,5.27,0.25,4.7438330171,-0.0017295597,3.1712247234,3.66,-0.0010625,1.1515341275,0.0019854167,2.3661335623
