Date,SP_Price,SP_Divi,SP_Yield,SP_TR,SP_TR_Index,Bond_Yield,Bond_px_chg,Bond_Price_index,Bond_TR,Bond_TR_Index
01/05/1904,6.5,0.33,5.0769230769,-0.0169013554,7.9346577328,3.43,-0.0005666667,1.1742323215,0.0022888889,4.2266259282
01/06/1904,6.51,0.33,5.069124424,0.0057692308,7.9804346043,3.43,-0.0005666667,1.1735669232,0.0022944444,4.2363236866
01/07/1904,6.78,0.33,4.8672566372,0.045656682,8.3447947695,3.44,-0.0005666667,1.1729019019,0.0023,4.2460672311
01/08/1904,7.01,0.32,4.5649072753,0.037897001,8.6610374651,3.45,-0.0005666667,1.1722372575,0.0023055556,4.255856775
01/09/1904,7.32,0.32,4.3715846995,0.0480266286,9.0769978949,3.45,-0.0005666667,1.1715729898,0.0023111111,4.2656925329
01/10/1904,7.75,0.32,4.1290322581,0.0623485883,9.6429359,3.46,-0.0005666667,1.1709090984,0.0023166667,4.2755747206
01/11/1904,8.17,0.31,3.794369645,0.0575623656,10.1980061017,3.47,-0.0005666667,1.1702455832,0.0023222222,4.2855035552
01/12/1904,8.25,0.31,3.7575757576,0.0129538964,10.3301100159,3.47,-0.0005666667,1.1695824441,0.0023277778,4.2954792551
01/01/1905,8.43,0.31,3.6773428233,0.0249666667,10.5880184293,3.48,-0.0005666667,1.1689196807,0.0023333333,4.3055020401
01/02/1905,8.8,0.31,3.5227272727,0.0469879399,11.0855276029,3.48,0.0003541667,1.1693336731,0.0032506944,4.3194979116
01/03/1905,9.05,0.32,3.5359116022,0.0313920455,11.4335249893,3.47,0.0003541667,1.1697478121,0.0032472222,4.3335242812
01/04/1905,8.94,0.32,3.5794183445,-0.0092384899,11.3278964845,3.47,0.0003541667,1.1701620978,0.00324375,4.3475811506
01/05/1905,8.5,0.32,3.7647058824,-0.04625,10.8039812721,3.46,0.0003541667,1.1705765302,0.0032402778,4.3616685212
01/06/1905,8.6,0.32,3.7209302326,0.0149019608,10.9649817773,3.46,0.0003541667,1.1709911094,0.0032368056,4.3757863941
01/07/1905,8.87,0.32,3.6076662909,0.0345125969,11.3434117734,3.46,0.0003541667,1.1714058354,0.0032333333,4.3899347701
01/08/1905,9.2,0.32,3.4782608696,0.0402414506,11.7998871177,3.45,0.0003541667,1.1718207083,0.0032298611,4.4041136497
01/09/1905,9.23,0.33,3.5752979415,0.0062047101,11.873101997,3.45,0.0003541667,1.1722357281,0.0032263889,4.418323033
01/10/1905,9.36,0.33,3.5256410256,0.0170341278,12.0753499343,3.44,0.0003541667,1.1726508949,0.0032229167,4.43256292
01/11/1905,9.31,0.33,3.544575725,-0.0024189815,12.0461398865,3.44,0.0003541667,1.1730662088,0.0032194444,4.4468333101
01/12/1905,9.54,0.33,3.4591194969,0.0276584318,12.3793172249,3.43,0.0003541667,1.1734816697,0.0032159722,4.4611342025
01/01/1906,9.87,0.34,3.4447821682,0.0375244584,12.8438443994,3.43,0.0003541667,1.1738972778,0.0032125,4.4754655961
01/02/1906,9.8,0.34,3.4693877551,-0.0042071935,12.7898078605,3.45,-0.0017,1.1719016525,0.001175,4.4807242682
01/03/1906,9.56,0.35,3.6610878661,-0.0215348639,12.5143810883,3.47,-0.0017,1.1699094197,0.0011916667,4.4860637979
01/04/1906,9.43,0.35,3.7115588547,-0.0105186541,12.3827466422,3.49,-0.0017,1.1679205736,0.0012083333,4.4914844583
01/05/1906,9.18,0.36,3.9215686275,-0.0233368682,12.0937721165,3.51,-0.0017,1.1659351087,0.001225,4.4969865268
01/06/1906,9.3,0.37,3.9784946237,0.0163852578,12.2919316905,3.53,-0.0017,1.163953019,0.0012416667,4.5025702851
01/07/1906,9.06,0.37,4.0838852097,-0.022483871,12.0155614844,3.55,-0.0017,1.1619742989,0.0012583333,4.5082360193
01/08/1906,9.73,0.38,3.9054470709,0.0774162987,12.9457617819,3.57,-0.0017,1.1599989425,0.001275,4.5139840203
01/09/1906,10.03,0.38,3.7886340977,0.0341084275,13.3873213596,3.59,-0.0017,1.1580269443,0.0012916667,4.519814583
01/10/1906,9.73,0.39,4.0082219938,-0.0266841143,13.030092546,3.61,-0.0017,1.1560582985,0.0013083333,4.525728007
01/11/1906,9.93,0.39,3.9274924471,0.0239311408,13.3419175254,3.63,-0.0017,1.1540929994,0.001325,4.5317245967
01/12/1906,9.84,0.4,4.0650406504,-0.005706613,13.2657803659,3.65,-0.0017,1.1521310413,0.0013416667,4.5378046605
01/01/1907,9.56,0.4,4.1841004184,-0.0250398035,12.933607832,3.67,-0.0017,1.1501724186,0.0013583333,4.5439685118
01/02/1907,9.26,0.41,4.4276457883,-0.0278355997,12.5735931014,3.69,-0.0014166667,1.1485430076,0.0016555556,4.5514913041
01/03/1907,8.35,0.41,4.9101796407,-0.0945824334,11.3843520692,3.7,-0.0014166667,1.146915905,0.0016694444,4.559089766
01/04/1907,8.39,0.41,4.8867699642,0.0089151697,11.4858454994,3.72,-0.0014166667,1.1452911075,0.0016833333,4.5667642338
01/05/1907,8.1,0.42,5.1851851852,-0.0304261025,11.1363759869,3.74,-0.0014166667,1.1436686118,0.0016972222,4.5745150475
01/06/1907,7.84,0.42,5.3571428571,-0.0277777778,10.8270322095,3.75,-0.0014166667,1.1420484146,0.0017111111,4.582342551
01/07/1907,8.14,0.42,5.1597051597,0.0427646684,11.2900466513,3.77,-0.0014166667,1.1404305127,0.001725,4.5902470919
01/08/1907,7.53,0.43,5.7104913679,-0.0705702293,10.4933054701,3.79,-0.0014166667,1.1388149028,0.0017388889,4.5982290216
01/09/1907,7.45,0.43,5.7718120805,-0.0058654272,10.431757751,3.8,-0.0014166667,1.1372015816,0.0017527778,4.6062886953
01/10/1907,6.64,0.43,6.4759036145,-0.1038780761,9.3481268259,3.82,-0.0014166667,1.1355905461,0.0017666667,4.6144264719
01/11/1907,6.25,0.44,7.04,-0.0532542671,8.8502991833,3.84,-0.0014166667,1.1339817928,0.0017805556,4.6226427146
01/12/1907,6.57,0.44,6.697108067,0.0570666667,9.3553562567,3.85,-0.0014166667,1.1323753186,0.0017944444,4.6309377902
01/01/1908,6.85,0.44,6.4233576642,0.0481570269,9.8058823995,3.87,-0.0014166667,1.1307711202,0.0018083333,4.6393120693
01/02/1908,6.6,0.43,6.5151515152,-0.0312250608,9.4996931251,3.86,0.0007791667,1.1316521794,0.0039965278,4.6578532089
01/03/1908,6.87,0.43,6.2590975255,0.0463383838,9.9398935515,3.85,0.0007791667,1.132533925,0.0039888889,4.6764328678
01/04/1908,7.24,0.43,5.9392265193,0.0590332363,10.5266776363,3.84,0.0007791667,1.1334163577,0.00398125,4.6950509162
01/05/1908,7.63,0.42,5.504587156,0.0587396409,11.1450109003,3.83,0.0007791667,1.134299478,0.0039736111,4.7137072227
01/06/1908,7.64,0.42,5.497382199,0.005897772,11.210741633,3.82,0.0007791667,1.1351832863,0.0039659722,4.7324016546
01/07/1908,7.92,0.42,5.303030303,0.0411943717,11.6725610912,3.82,0.0007791667,1.1360677833,0.0039583333,4.7511340778
01/08/1908,8.26,0.41,4.9636803874,0.0472779882,12.2244162969,3.81,0.0007791667,1.1369529694,0.0039506944,4.7699043568
01/09/1908,8.17,0.41,5.0183598531,-0.0067594835,12.1417855572,3.8,0.0007791667,1.1378388453,0.0039430556,4.7887123547
01/10/1908,8.27,0.41,4.9576783555,0.0163882089,12.3407676753,3.79,0.0007791667,1.1387254114,0.0039354167,4.8075579331
01/11/1908,8.83,0.4,4.530011325,0.0717785167,13.2265696743,3.78,0.0007791667,1.1396126683,0.0039277778,4.8264409523
01/12/1908,9.03,0.4,4.4296788483,0.0264250661,13.5760826517,3.77,0.0007791667,1.1405006165,0.0039201389,4.8453612712
01/01/1909,9.06,0.4,4.4150110375,0.0070441122,13.6717141014,3.76,0.0007791667,1.1413892565,0.0039125,4.8643187471
01/02/1909,8.8,0.41,4.6590909091,-0.0249567697,13.3305122814,3.77,-0.0010625,1.1401765305,0.00208125,4.8744426105
01/03/1909,8.92,0.41,4.5964125561,0.0175189394,13.5640487181,3.79,-0.0010625,1.1389650929,0.0020916667,4.8846383197
01/04/1909,9.32,0.41,4.3991416309,0.0487042227,14.2246751679,3.8,-0.0010625,1.1377549425,0.0021020833,4.8949062365
01/05/1909,9.63,0.42,4.3613707165,0.0369876609,14.75081263,3.81,-0.0010625,1.1365460779,0.0021125,4.9052467259
01/06/1909,9.8,0.42,4.2857142857,0.0212876428,15.0648226601,3.82,-0.0010625,1.1353384977,0.0021229167,4.9156601559
01/07/1909,9.94,0.42,4.2253521127,0.0178852041,15.3342600878,3.84,-0.0010625,1.1341322005,0.0021333333,4.9261468976
01/08/1909,10.18,0.43,4.2239685658,0.0277221663,15.7593589965,3.85,-0.0010625,1.132927185,0.00214375,4.936707325
01/09/1909,10.19,0.43,4.2198233562,0.0045022921,15.8303122337,3.86,-0.0010625,1.1317234499,0.0021541667,4.9473418153
01/10/1909,10.23,0.43,4.2033235582,0.0074689238,15.9485476292,3.87,-0.0010625,1.1305209937,0.0021645833,4.958050749
01/11/1909,10.18,0.44,4.3222003929,-0.0013302379,15.9273322673,3.89,-0.0010625,1.1293198152,0.002175,4.9688345094
01/12/1909,10.3,0.44,4.2718446602,0.0153896529,16.1724483827,3.9,-0.0010625,1.1281199129,0.0021854167,4.9796934831
01/01/1910,10.08,0.44,4.3650793651,-0.0177791262,15.8849163817,3.91,-0.0010625,1.1269212855,0.0021958333,4.9906280601
01/02/1910,9.72,0.45,4.6296296296,-0.0320353836,15.376036992,3.92,-0.0004958333,1.1263625203,0.0027673611,5.0044389301
01/03/1910,9.96,0.45,4.5180722892,0.0285279492,15.8146837949,3.92,-0.0004958333,1.1258040323,0.0027722222,5.0183123469
01/04/1910,9.72,0.45,4.6296296296,-0.0203313253,15.4931503141,3.93,-0.0004958333,1.1252458211,0.0027770833,5.0322486185
01/05/1910,9.56,0.45,4.7071129707,-0.0125814472,15.2982240617,3.93,-0.0004958333,1.1246878867,0.0027819444,5.0462480545
01/06/1910,9.1,0.46,5.0549450549,-0.0441509763,14.6227925339,3.94,-0.0004958333,1.124130229,0.0027868056,5.0603109667
01/07/1910,8.64,0.46,5.3240740741,-0.0463598901,13.9448814789,3.95,-0.0004958333,1.1235728477,0.0027916667,5.0744376681
01/08/1910,8.85,0.46,5.197740113,0.028742284,14.345689222,3.95,-0.0004958333,1.1230157428,0.0027965278,5.088628474
01/09/1910,8.91,0.46,5.1627384961,0.0111346516,14.5054234735,3.96,-0.0004958333,1.1224589142,0.0028013889,5.1028837013
01/10/1910,9.32,0.47,5.0429184549,0.0503647587,15.2359856265,3.96,-0.0004958333,1.1219023617,0.00280625,5.1172036687
01/11/1910,9.31,0.47,5.0483351235,0.0031071173,15.2833256212,3.97,-0.0004958333,1.1213460851,0.0028111111,5.1315886967
01/12/1910,9.05,0.47,5.1933701657,-0.0237200143,14.9208049186,3.97,-0.0004958333,1.1207900843,0.0028159722,5.146039108
01/01/1911,9.27,0.47,5.0701186624,0.0286372007,15.3480950042,3.98,-0.0004958333,1.1202343592,0.0028208333,5.1605552266
01/02/1911,9.43,0.47,4.9840933192,0.0214850773,15.6778500119,3.98,-0.0002125,1.1199963094,0.00310625,5.1765852013
01/03/1911,9.32,0.47,5.0429184549,-0.0075114882,15.5600860272,3.99,-0.0002125,1.1197583102,0.0031083333,5.1926757536
01/04/1911,9.28,0.47,5.0646551724,-8.94134477826825E-005,15.5586947463,3.99,-0.0002125,1.1195203616,0.0031104167,5.2088271388
01/05/1911,9.48,0.47,4.9578059072,0.0257722701,15.9596776299,3.99,-0.0002125,1.1192824635,0.0031125,5.2250396133
01/06/1911,9.67,0.47,4.8603929679,0.024173699,16.3454820733,3.99,-0.0002125,1.119044616,0.0031145833,5.2413134346
01/07/1911,9.63,0.47,4.8805815161,-8.61771802825873E-005,16.3440734658,4,-0.0002125,1.118806819,0.0031166667,5.2576488615
01/08/1911,9.17,0.47,5.1254089422,-0.0437002423,15.6298334952,4,-0.0002125,1.1185690725,0.00311875,5.2740461539
01/09/1911,8.67,0.47,5.4209919262,-0.0502544529,14.8443647636,4,-0.0002125,1.1183313766,0.0031208333,5.2905055729
01/10/1911,8.72,0.47,5.3899082569,0.010284506,14.9970317214,4,-0.0002125,1.1180937312,0.0031229167,5.3070273809
01/11/1911,9.07,0.47,5.1819184123,0.0446292049,15.6663373229,4.01,-0.0002125,1.1178561363,0.003125,5.3236118415
01/12/1911,9.11,0.47,5.1591657519,0.0087284087,15.8030795175,4.01,-0.0002125,1.1176185918,0.0031270833,5.3402592194
01/01/1912,9.12,0.47,5.1535087719,0.0054043176,15.8884843782,4.01,-0.0002125,1.1173810979,0.0031291667,5.3569697805
01/02/1912,9.04,0.47,5.1991150442,-0.0044618056,15.8175930504,4.05,-0.0031166667,1.1138985935,0.0002555556,5.3583387839
01/03/1912,9.3,0.47,5.0537634409,0.0331167035,16.3414195901,4.08,-0.0031166667,1.1104269429,0.0002861111,5.3598718641
01/04/1912,9.59,0.47,4.9009384776,0.0354238351,16.9202953434,4.12,-0.0031166667,1.1069661122,0.0003166667,5.3615691569
01/05/1912,9.58,0.47,4.9060542797,0.0030778589,16.9723736247,4.16,-0.0031166667,1.1035160678,0.0003472222,5.3634308129
01/06/1912,9.58,0.48,5.0104384134,0.004131872,17.0425012993,4.19,-0.0031166667,1.1000767761,0.0003777778,5.3654569978
01/07/1912,9.59,0.48,5.0052137643,0.0051826722,17.1308269976,4.23,-0.0031166667,1.0966482035,0.0004083333,5.3676478928
01/08/1912,9.81,0.48,4.8929663609,0.0270828989,17.5947794524,4.27,-0.0031166667,1.0932303166,0.0004388889,5.3700036938
01/09/1912,9.86,0.48,4.8681541582,0.0091530751,17.75582579,4.3,-0.0031166667,1.0898230821,0.0004694444,5.3725246122
01/10/1912,9.84,0.48,4.8780487805,0.0020140297,17.7915865514,4.34,-0.0031166667,1.0864264668,0.0005,5.3752108745
01/11/1912,9.73,0.48,4.9331963001,-0.0071205962,17.6648998477,4.38,-0.0031166667,1.0830404377,0.0005305556,5.3780627225
01/12/1912,9.38,0.48,5.1172707889,-0.0318602261,17.1020921444,4.41,-0.0031166667,1.0796649616,0.0005611111,5.3810804132
01/01/1913,9.3,0.48,5.1612903226,-0.0042643923,17.0291621139,4.45,-0.0031166667,1.0763000058,0.0005916667,5.3842642192
01/02/1913,8.97,0.48,5.3511705686,-0.0311827957,16.4981452308,4.43,0.0020541667,1.0785109054,0.0057423611,5.4151826086
01/03/1913,8.8,0.48,5.4545454545,-0.0144927536,16.2590416768,4.4,0.0020541667,1.0807263466,0.0057222222,5.4461694869
01/04/1913,8.79,0.48,5.4607508532,0.0034090909,16.3144702279,4.38,0.0020541667,1.0829463386,0.0057020833,5.4772239991
01/05/1913,8.55,0.48,5.6140350877,-0.0227531286,15.9432649895,4.35,0.0020541667,1.0851708909,0.0056819444,5.5083452816
01/06/1913,8.12,0.48,5.9113300493,-0.0456140351,15.2160283409,4.33,0.0020541667,1.0874000128,0.0056618056,5.5395324615
01/07/1913,8.23,0.48,5.8323207776,0.0184729064,15.4971126083,4.31,0.0020541667,1.0896337136,0.0056416667,5.5707846572
01/08/1913,8.45,0.48,5.6804733728,0.0315917375,15.9866933225,4.28,0.0020541667,1.0918720029,0.0056215278,5.6021009779
01/09/1913,8.53,0.48,5.6271981243,0.0142011834,16.2137232868,4.26,0.0020541667,1.0941148899,0.0056013889,5.633480524
01/10/1913,8.26,0.48,5.8111380145,-0.0269636577,15.7765420024,4.23,0.0020541667,1.0963623843,0.00558125,5.6649223872
01/11/1913,8.05,0.48,5.9627329193,-0.0205811138,15.4518431961,4.21,0.0020541667,1.0986144953,0.0055611111,5.69642565
01/12/1913,8.04,0.48,5.9701492537,0.0037267081,15.5094277049,4.18,0.0020541667,1.1008712326,0.0055409722,5.7279893863
01/01/1914,8.37,0.48,5.7347670251,0.0459680763,16.2223662608,4.16,0.0020541667,1.1031326056,0.0055208333,5.7596126611
01/02/1914,8.48,0.47,5.5424528302,0.017821585,16.5114745404,4.17,-0.0005666667,1.1025074971,0.0029055556,5.7763475356
01/03/1914,8.32,0.47,5.6490384615,-0.0142983491,16.275387714,4.17,-0.0005666667,1.1018827429,0.0029111111,5.7931631251
01/04/1914,8.12,0.46,5.6650246305,-0.0194310897,15.9591391947,4.18,-0.0005666667,1.1012583427,0.0029166667,5.8100598509
01/05/1914,8.17,0.46,5.6303549572,0.0108271757,16.1319315988,4.19,-0.0005666667,1.1006342963,0.0029222222,5.8270381369
01/06/1914,8.13,0.45,5.5350553506,-0.0003059976,16.1269952672,4.19,-0.0005666667,1.1000106035,0.0029277778,5.8440984097
01/07/1914,7.68,0.45,5.859375,-0.0507892579,15.3079171455,4.2,-0.0005666667,1.0993872642,0.0029333333,5.8612410984
01/08/1914,7.68,0.44,5.7291666667,0.0047743056,15.3810018194,4.21,-0.0005666667,1.098764278,0.0029388889,5.8784666347
01/09/1914,7.68,0.44,5.7291666667,0.0047200521,15.4536009491,4.21,-0.0005666667,1.0981416449,0.0029444444,5.8957754531
01/10/1914,7.68,0.43,5.5989583333,0.0046657986,15.5257043389,4.22,-0.0005666667,1.0975193647,0.00295,5.9131679907
01/11/1914,7.68,0.43,5.5989583333,0.0046115451,15.5973018253,4.23,-0.0005666667,1.096897437,0.0029555556,5.9306446872
01/12/1914,7.35,0.42,5.7142857143,-0.0384114583,14.9981867161,4.23,-0.0005666667,1.0962758618,0.0029611111,5.9482059851
01/01/1915,7.48,0.42,5.614973262,0.0224580499,15.3350167416,4.24,-0.0005666667,1.0956546388,0.0029666667,5.9658523295
01/02/1915,7.38,0.42,5.6910569106,-0.0086709002,15.2020483422,4.22,0.0013458333,1.0971292074,0.0048659722,5.9948820012
01/03/1915,7.57,0.42,5.5482166446,0.0305160343,15.6659545712,4.21,0.0013458333,1.0986057604,0.0048527778,6.0239738314
01/04/1915,8.14,0.42,5.1597051597,0.0799570674,16.9185583563,4.19,0.0013458333,1.1000843007,0.0048395833,6.0531273547
01/05/1915,7.95,0.42,5.2830188679,-0.0189987715,16.597126532,4.18,0.0013458333,1.1015648308,0.0048263889,6.0823421013
01/06/1915,8.04,0.43,5.3482587065,0.0157756813,16.8589575114,4.16,0.0013458333,1.1030473535,0.0048131944,6.1116175966
01/07/1915,8.01,0.43,5.368289638,0.0006820066,16.8704554322,4.15,0.0013458333,1.1045318714,0.0048,6.140953361
01/08/1915,8.35,0.43,5.1497005988,0.0468861839,17.6614467087,4.13,0.0013458333,1.1060183872,0.0047868056,6.1703489107
01/09/1915,8.66,0.43,4.9653579677,0.0413922156,18.3924931182,4.11,0.0013458333,1.1075069036,0.0047736111,6.1998037568
01/10/1915,9.14,0.43,4.704595186,0.0595486913,19.4877420131,4.1,0.0013458333,1.1089974233,0.0047604167,6.2293174059
01/11/1915,9.46,0.43,4.5454545455,0.038924143,20.2462856692,4.08,0.0013458333,1.110489949,0.0047472222,6.25888936
01/12/1915,9.48,0.43,4.5358649789,0.0059020437,20.3657801319,4.07,0.0013458333,1.1119844834,0.0047340278,6.288519116
01/01/1916,9.33,0.44,4.7159699893,-0.0119479606,20.1224505929,4.05,0.0013458333,1.1134810292,0.0047208333,6.3182061667
01/02/1916,9.2,0.45,4.8913043478,-0.0098990711,19.9232570238,4.07,-0.001275,1.1120613409,0.0021125,6.3315533772
01/03/1916,9.17,0.46,5.0163576881,0.000928442,19.941754613,4.08,-0.001275,1.1106434627,0.002125,6.3450079282
01/04/1916,9.07,0.47,5.1819184123,-0.0066039622,19.8100600194,4.1,-0.001275,1.1092273922,0.0021375,6.3585703826
01/05/1916,9.27,0.48,5.1779935275,0.0264994487,20.3350156893,4.11,-0.001275,1.1078131273,0.00215,6.3722413089
01/06/1916,9.36,0.5,5.3418803419,0.0141585761,20.6229305554,4.13,-0.001275,1.1064006656,0.0021625,6.3860212808
01/07/1916,9.23,0.51,5.525460455,-0.0093856838,20.429370251,4.14,-0.001275,1.1049900047,0.002175,6.399910877
01/08/1916,9.3,0.52,5.5913978495,0.0122490069,20.6796097474,4.16,-0.001275,1.1035811425,0.0021875,6.4139106821
01/09/1916,9.68,0.53,5.4752066116,0.0455869176,21.6223294122,4.17,-0.001275,1.1021740765,0.0022,6.4280212856
01/10/1916,9.98,0.54,5.4108216433,0.0356258609,22.3926435118,4.19,-0.001275,1.1007688046,0.0022125,6.4422432827
01/11/1916,10.21,0.55,5.3868756121,0.0276319305,23.0113954816,4.2,-0.001275,1.0993653243,0.002225,6.456577274
01/12/1916,9.8,0.56,5.7142857143,-0.0355860268,22.192511346,4.22,-0.001275,1.0979636336,0.0022375,6.4710238656
01/01/1917,9.57,0.57,5.9561128527,-0.0186156463,21.7793834052,4.23,-0.001275,1.0965637299,0.00225,6.4855836693
01/02/1917,9.03,0.58,6.42303433,-0.051361024,20.6607719706,4.26,-0.0024083333,1.0939228389,0.0011402778,6.4929790363
01/03/1917,9.31,0.59,6.3372717508,0.0364756368,21.4143867844,4.29,-0.0024083333,1.0912883081,0.0011638889,6.5005361424
01/04/1917,9.17,0.6,6.5430752454,-0.0096374866,21.2080059192,4.32,-0.0024083333,1.0886601221,0.0011875,6.5082555291
01/05/1917,8.86,0.61,6.8848758465,-0.0282242821,20.6094251778,4.34,-0.0024083333,1.0860382656,0.0012111111,6.5161377497
01/06/1917,9.04,0.63,6.9690265487,0.0261945071,21.149278913,4.37,-0.0024083333,1.0834227235,0.0012347222,6.5241833698
01/07/1917,8.79,0.64,7.2810011377,-0.0217938791,20.6883540862,4.4,-0.0024083333,1.0808134804,0.0012583333,6.5323929672
01/08/1917,8.53,0.65,7.6201641266,-0.023448047,20.2032525868,4.43,-0.0024083333,1.0782105213,0.0012819444,6.540767132
01/09/1917,8.12,0.66,8.1280788177,-0.0416422431,19.3619438319,4.46,-0.0024083333,1.0756138309,0.0013055556,6.5493064669
01/10/1917,7.68,0.67,8.7239583333,-0.0473286125,18.4455698954,4.49,-0.0024083333,1.0730233943,0.0013291667,6.5580115868
01/11/1917,7.04,0.68,9.6590909091,-0.0759635417,17.0443790781,4.51,-0.0024083333,1.0704391963,0.0013527778,6.5668831191
01/12/1917,6.8,0.69,10.1470588235,-0.0259232955,16.6025326034,4.54,-0.0024083333,1.0678612219,0.0013763889,6.5759217041
01/01/1918,7.21,0.68,9.4313453537,0.068627451,17.7419220958,4.57,-0.0024083333,1.0652894561,0.0014,6.5851279944
01/02/1918,7.43,0.67,9.0174966353,0.0382570504,18.4206757035,4.56,0.0004958333,1.0658176621,0.0042993056,6.6134394718
01/03/1918,7.28,0.66,9.0659340659,-0.0127860027,18.1851488944,4.56,0.0004958333,1.0663461301,0.0042944444,6.6418405202
01/04/1918,7.21,0.65,9.0152565881,-0.0021749084,18.1455978608,4.55,0.0004958333,1.06687486,0.0042895833,6.6703312486
01/05/1918,7.44,0.64,8.6021505376,0.0392972723,18.8586703611,4.55,0.0004958333,1.0674038521,0.0042847222,6.6989117651
01/06/1918,7.45,0.63,8.4563758389,0.0084005376,19.0170933312,4.54,0.0004958333,1.0679331065,0.0042798611,6.7275821771
01/07/1918,7.51,0.62,8.2556591212,0.0149888143,19.3021370121,4.54,0.0004958333,1.0684626234,0.004275,6.7563425909
01/08/1918,7.58,0.61,8.0474934037,0.0160896582,19.6127017998,4.53,0.0004958333,1.0689924028,0.0042701389,6.7851931121
01/09/1918,7.54,0.6,7.9575596817,0.0013192612,19.6385760765,4.52,0.0004958333,1.0695224448,0.0042652778,6.8141338455
01/10/1918,7.86,0.59,7.5063613232,0.0489610964,20.6001022925,4.52,0.0004958333,1.0700527497,0.0042604167,6.8431648949
01/11/1918,8.06,0.58,7.1960297767,0.0315945717,21.2509537008,4.51,0.0004958333,1.0705833175,0.0042555556,6.8722863633
01/12/1918,7.9,0.57,7.2151898734,-0.0139578164,20.9543367912,4.51,0.0004958333,1.0711141484,0.0042506944,6.9014983528
01/01/1919,7.85,0.57,7.2611464968,-0.0003512658,20.9469762488,4.5,0.0004958333,1.0716452425,0.0042458333,6.9308009646
01/02/1919,7.88,0.56,7.1065989848,0.0098014862,21.1522877475,4.54,-0.0033291667,1.0680775569,0.0004534722,6.9339438903
01/03/1919,8.12,0.56,6.8965517241,0.0363790186,21.9217872171,4.58,-0.0033291667,1.0645217487,0.0004861111,6.9373145574
01/04/1919,8.39,0.56,6.6746126341,0.038964491,22.7759584972,4.62,-0.0033291667,1.0609777784,0.00051875,6.9409132894
01/05/1919,8.97,0.55,6.1315496098,0.0746255463,24.4756268422,4.66,-0.0033291667,1.0574456065,0.0005513889,6.9447404318
01/06/1919,9.21,0.55,5.9717698154,0.0318654775,25.2555543791,4.7,-0.0033291667,1.0539251939,0.0005840278,6.9487963532
01/07/1919,9.51,0.55,5.7833859096,0.0375199059,26.2031404028,4.74,-0.0033291667,1.0504165012,0.0006166667,6.9530814442
01/08/1919,8.87,0.54,6.0879368658,-0.0625368034,24.5644797639,4.77,-0.0033291667,1.0469194896,0.0006493056,6.9575961187
01/09/1919,9.01,0.54,5.9933407325,0.0208568207,25.076816715,4.81,-0.0033291667,1.0434341202,0.0006819444,6.9623408127
01/10/1919,9.47,0.54,5.702217529,0.056018313,26.4815776824,4.85,-0.0033291667,1.0399603541,0.0007145833,6.9673159854
01/11/1919,9.19,0.53,5.7671381937,-0.024874164,25.8228705755,4.89,-0.0033291667,1.0364981527,0.0007472222,6.9725221187
01/12/1919,8.92,0.53,5.9417040359,-0.0245738121,25.1883042057,4.93,-0.0033291667,1.0330474776,0.0007798611,6.9779597176
01/01/1920,8.83,0.53,6.0022650057,-0.005154148,25.0584799584,4.97,-0.0033291667,1.0296082904,0.0008125,6.9836293098
01/02/1920,8.1,0.53,6.5432098765,-0.077701963,23.1113868757,4.98,-0.00085,1.0287331234,0.0033,7.0066752865
01/03/1920,8.67,0.53,6.1130334487,0.0757716049,24.8625737516,4.99,-0.00085,1.0278587002,0.0033083333,7.029855704
01/04/1920,8.6,0.52,6.0465116279,-0.0030440215,24.7868915418,5,-0.00085,1.0269850203,0.0033166667,7.053171392
01/05/1920,8.06,0.52,6.4516129032,-0.0577354651,23.3558088299,5.01,-0.00085,1.026112083,0.003325,7.0766231869
01/06/1920,7.92,0.52,6.5656565657,-0.011993383,23.0756936702,5.02,-0.00085,1.0252398878,0.0033333333,7.1002119309
01/07/1920,7.91,0.52,6.5739570164,0.004190867,23.1724008334,5.03,-0.00085,1.0243684339,0.0033416667,7.1239384724
01/08/1920,7.6,0.52,6.8421052632,-0.0337473662,22.3903933367,5.04,-0.00085,1.0234977207,0.00335,7.1478036663
01/09/1920,7.87,0.52,6.6073697586,0.0411732456,23.3122785009,5.05,-0.00085,1.0226277476,0.0033583333,7.1718083736
01/10/1920,7.88,0.51,6.4720812183,0.006705845,23.4686070267,5.06,-0.00085,1.0217585141,0.0033666667,7.1959534618
01/11/1920,7.48,0.51,6.8181818182,-0.0453500423,22.4043047053,5.07,-0.00085,1.0208900193,0.003375,7.2202398047
01/12/1920,6.81,0.51,7.4889867841,-0.0838903743,20.5247991969,5.08,-0.00085,1.0200222628,0.0033833333,7.2446682827
01/01/1921,7.11,0.51,7.1729957806,0.0502422907,21.5560121257,5.09,-0.00085,1.0191552439,0.0033916667,7.2692397827
01/02/1921,7.06,0.5,7.0821529745,-0.0011521331,21.5311767297,5.02,0.0055958333,1.0248582668,0.0097826389,7.3403521305
01/03/1921,6.88,0.5,7.2674418605,-0.0196234655,21.1086604252,4.96,0.0055958333,1.0305932028,0.0097277778,7.4117574448
01/04/1921,6.91,0.49,7.0911722142,0.0103355136,21.3268292714,4.89,0.0055958333,1.0363602306,0.0096729167,7.4834507569
01/05/1921,7.12,0.49,6.8820224719,0.0362904004,22.1007884446,4.83,0.0055958333,1.0421595297,0.0096180556,7.555427002
