Country,Weight
AUSTRALIA,0.069999993
HONG_KONG,0.049999995
JAPAN,0.13333332
NEW_ZEALAND,0.029999997
SINGAPORE,0.049999995
AUSTRIA,0.006666666
BELGIUM,0.013333332
FINLAND,0.013333332
FRANCE,0.046666662
GERMANY,0.029999997
IRELAND,0.006666666
ISRAEL,0.013333332
ITALY,0.026666664
NETHERLANDS,0.013333332
NORWAY,0.013333332
PORTUGAL,0.009999999
SPAIN,0.036666663
SWEDEN,0.013333332
SWITZERLAND,0.029999997
UK,0.059999994
USA,0.19999998
CANADA,0.13333332
