Country,,Value
CAN,01/01/09,1.589048
CAN,01/02/09,1.231053
CAN,01/03/09,1.062727
CAN,01/04/09,0.8980953
CAN,01/05/09,0.6365
CAN,01/06/09,0.56
CAN,01/07/09,0.3836364
CAN,01/08/09,0.4205
CAN,01/09/09,0.3980953
CAN,01/10/09,0.3866667
CAN,01/11/09,0.3805
CAN,01/12/09,0.3790476
CAN,01/01/10,0.38
CAN,01/02/10,0.3757895
CAN,01/03/10,0.3856522
CAN,01/04/10,0.487619
CAN,01/05/10,0.6035
CAN,01/06/10,0.7240909
CAN,01/07/10,0.8328571
CAN,01/08/10,0.9028571
CAN,01/09/10,1.114286
CAN,01/10/10,1.157
CAN,01/11/10,1.167143
CAN,01/12/10,1.179524
CAN,01/01/11,1.18
CAN,01/02/11,1.188421
CAN,01/03/11,1.183913
CAN,01/04/11,1.184
CAN,01/05/11,1.187143
CAN,01/06/11,1.169545
CAN,01/07/11,1.17
CAN,01/08/11,1.151818
CAN,01/09/11,1.15
CAN,01/10/11,1.1515
CAN,01/11/11,1.159524
CAN,01/12/11,1.156
CAN,01/01/12,1.158571
CAN,01/02/12,1.16
CAN,01/03/12,1.152273
CAN,01/04/12,1.147
CAN,01/05/12,1.179545
CAN,01/06/12,1.160952
CAN,01/07/12,1.16
CAN,01/08/12,1.16
CAN,01/09/12,1.16
CAN,01/10/12,1.16
CAN,01/11/12,1.16
CAN,01/12/12,1.16
CAN,01/01/13,1.16
CAN,01/02/13,1.16
CAN,01/03/13,1.16
CAN,01/04/13,1.16
CAN,01/05/13,1.16
CAN,01/06/13,1.162
CAN,01/07/13,1.167273
CAN,01/08/13,1.17
CAN,01/09/13,1.168
CAN,01/10/13,1.166818
CAN,01/11/13,1.17
CAN,01/12/13,1.169
CAN,01/01/14,1.17
CAN,01/02/14,1.17
CAN,01/03/14,1.17
CAN,01/04/14,1.17
CAN,01/05/14,1.177619
CAN,01/06/14,1.174286
CAN,01/07/14,1.17
CAN,01/08/14,1.17
CAN,01/09/14,1.17
CAN,01/10/14,1.17
CAN,01/11/14,1.175263
CAN,01/12/14,1.188571
CAN,01/01/15,1.122857
CAN,01/02/15,0.8863158
CAN,01/03/15,0.8936363
CAN,01/04/15,0.8961905
CAN,01/05/15,0.89
CAN,01/06/15,0.89
CAN,01/07/15,0.7404546
CAN,01/08/15,0.61
CAN,01/09/15,0.6519048
CAN,01/10/15,0.7147619
CAN,01/11/15,0.7585
CAN,01/12/15,0.8171428
CAN,01/01/16,0.7965
CAN,01/02/16,0.799
CAN,01/03/16,0.8
CAN,01/04/16,0.8361905
CAN,01/05/16,0.8366666
DEU,01/01/60,4.36
DEU,01/02/60,4.47
DEU,01/03/60,4.71
DEU,01/04/60,4.59
DEU,01/05/60,4.64
DEU,01/06/60,5.25
DEU,01/07/60,5.58
DEU,01/08/60,5.44
DEU,01/09/60,5.61
DEU,01/10/60,6.1
DEU,01/11/60,5.38
DEU,01/12/60,5.06
DEU,01/01/61,4.66
DEU,01/02/61,4.13
DEU,01/03/61,3.73
DEU,01/04/61,3.34
DEU,01/05/61,3.23
DEU,01/06/61,3.13
DEU,01/07/61,3.16
DEU,01/08/61,3.09
DEU,01/09/61,3.06
DEU,01/10/61,4.05
DEU,01/11/61,3.71
DEU,01/12/61,3.83
DEU,01/01/62,2.93
DEU,01/02/62,2.94
DEU,01/03/62,3.02
DEU,01/04/62,3.08
DEU,01/05/62,3.08
DEU,01/06/62,3.13
DEU,01/07/62,3.29
DEU,01/08/62,3.26
DEU,01/09/62,3.2
DEU,01/10/62,4.45
DEU,01/11/62,4.33
DEU,01/12/62,4.35
DEU,01/01/63,3.29
DEU,01/02/63,3.31
DEU,01/03/63,3.53
DEU,01/04/63,3.56
DEU,01/05/63,3.6
DEU,01/06/63,3.83
DEU,01/07/63,3.98
DEU,01/08/63,3.81
DEU,01/09/63,3.75
DEU,01/10/63,5.13
DEU,01/11/63,5
DEU,01/12/63,4.98
DEU,01/01/64,3.33
DEU,01/02/64,3.33
DEU,01/03/64,3.46
DEU,01/04/64,3.55
DEU,01/05/64,3.69
DEU,01/06/64,3.75
DEU,01/07/64,3.69
DEU,01/08/64,3.91
DEU,01/09/64,4.08
DEU,01/10/64,5.42
DEU,01/11/64,5.5
DEU,01/12/64,5.36
DEU,01/01/65,3.88
DEU,01/02/65,3.95
DEU,01/03/65,4.28
DEU,01/04/65,4.52
DEU,01/05/65,4.69
DEU,01/06/65,4.8
DEU,01/07/65,5.08
DEU,01/08/65,5.27
DEU,01/09/65,5.36
DEU,01/10/65,6.66
DEU,01/11/65,6.58
DEU,01/12/65,6.55
DEU,01/01/66,5.23
DEU,01/02/66,5.36
DEU,01/03/66,5.69
DEU,01/04/66,6.21
DEU,01/05/66,6.35
DEU,01/06/66,6.81
DEU,01/07/66,6.89
DEU,01/08/66,7
DEU,01/09/66,6.8
DEU,01/10/66,7.88
DEU,01/11/66,7.73
DEU,01/12/66,7.57
DEU,01/01/67,5.69
DEU,01/02/67,5.56
DEU,01/03/67,5.04
DEU,01/04/67,4.48
DEU,01/05/67,3.69
DEU,01/06/67,3.98
DEU,01/07/67,3.51
DEU,01/08/67,3.56
DEU,01/09/67,3.43
DEU,01/10/67,4.2
DEU,01/11/67,4
DEU,01/12/67,4.07
DEU,01/01/68,3.32
DEU,01/02/68,3.45
DEU,01/03/68,3.52
DEU,01/04/68,3.64
DEU,01/05/68,3.68
DEU,01/06/68,3.72
DEU,01/07/68,3.59
DEU,01/08/68,3.55
DEU,01/09/68,3.54
DEU,01/10/68,4.75
DEU,01/11/68,4.5
DEU,01/12/68,4.44
DEU,01/01/69,3.87
DEU,01/02/69,3.91
DEU,01/03/69,4.21
DEU,01/04/69,4.4
DEU,01/05/69,4.38
DEU,01/06/69,5.5
DEU,01/07/69,5.78
DEU,01/08/69,6.5
DEU,01/09/69,6.94
DEU,01/10/69,7.42
DEU,01/11/69,7.69
DEU,01/12/69,8.83
DEU,01/01/70,9.29
DEU,01/02/70,9.51
DEU,01/03/70,9.81
DEU,01/04/70,9.86
DEU,01/05/70,9.93
DEU,01/06/70,9.88
DEU,01/07/70,9.59
DEU,01/08/70,9.16
DEU,01/09/70,9.36
DEU,01/10/70,9.53
DEU,01/11/70,8.84
DEU,01/12/70,8.12
DEU,01/01/71,7.5
DEU,01/02/71,7.47
DEU,01/03/71,7.46
DEU,01/04/71,6.36
DEU,01/05/71,6.16
DEU,01/06/71,6.8
DEU,01/07/71,7.66
DEU,01/08/71,7.56
DEU,01/09/71,7.59
DEU,01/10/71,7.8
DEU,01/11/71,6.79
DEU,01/12/71,6.63
DEU,01/01/72,5.19
DEU,01/02/72,4.88
DEU,01/03/72,4.8
DEU,01/04/72,4.78
DEU,01/05/72,4.71
DEU,01/06/72,4.65
DEU,01/07/72,4.65
DEU,01/08/72,4.8
DEU,01/09/72,5.32
DEU,01/10/72,6.88
DEU,01/11/72,8.07
DEU,01/12/72,8.6
DEU,01/01/73,7.89
DEU,01/02/73,7.96
DEU,01/03/73,8.77
DEU,01/04/73,10.62
DEU,01/05/73,12.42
DEU,01/06/73,13.62
DEU,01/07/73,14.3
DEU,01/08/73,14.57
DEU,01/09/73,14.25
DEU,01/10/73,14.49
DEU,01/11/73,13.62
DEU,01/12/73,13.2
DEU,01/01/74,12.09
DEU,01/02/74,10.67
DEU,01/03/74,11.2
DEU,01/04/74,10.07
DEU,01/05/74,9.1
DEU,01/06/74,9.46
DEU,01/07/74,9.48
DEU,01/08/74,9.65
DEU,01/09/74,9.69
DEU,01/10/74,9.78
DEU,01/11/74,9.04
DEU,01/12/74,8.6
DEU,01/01/75,7.74
DEU,01/02/75,6.43
DEU,01/03/75,5.71
DEU,01/04/75,4.89
DEU,01/05/75,4.99
DEU,01/06/75,4.88
DEU,01/07/75,4.66
DEU,01/08/75,3.88
DEU,01/09/75,3.93
DEU,01/10/75,4.07
DEU,01/11/75,4.12
DEU,01/12/75,4.21
DEU,01/01/76,3.93
DEU,01/02/76,3.72
DEU,01/03/76,3.74
DEU,01/04/76,3.62
DEU,01/05/76,3.77
DEU,01/06/76,4.14
DEU,01/07/76,4.47
DEU,01/08/76,4.56
DEU,01/09/76,4.56
DEU,01/10/76,4.85
DEU,01/11/76,4.69
DEU,01/12/76,4.93
DEU,01/01/77,4.78
DEU,01/02/77,4.71
DEU,01/03/77,4.73
DEU,01/04/77,4.62
DEU,01/05/77,4.44
DEU,01/06/77,4.28
DEU,01/07/77,4.29
DEU,01/08/77,4.12
DEU,01/09/77,4.15
DEU,01/10/77,4.13
DEU,01/11/77,4.15
DEU,01/12/77,3.98
DEU,01/01/78,3.58
DEU,01/02/78,3.46
DEU,01/03/78,3.51
DEU,01/04/78,3.56
DEU,01/05/78,3.6
DEU,01/06/78,3.68
DEU,01/07/78,3.75
DEU,01/08/78,3.7
DEU,01/09/78,3.7
DEU,01/10/78,3.95
DEU,01/11/78,3.85
DEU,01/12/78,4.06
DEU,01/01/79,3.89
DEU,01/02/79,4.15
DEU,01/03/79,4.47
DEU,01/04/79,5.54
DEU,01/05/79,5.92
DEU,01/06/79,6.46
DEU,01/07/79,6.84
DEU,01/08/79,7.09
DEU,01/09/79,7.89
DEU,01/10/79,8.76
DEU,01/11/79,9.65
DEU,01/12/79,9.58
DEU,01/01/80,8.86
DEU,01/02/80,8.97
DEU,01/03/80,9.64
DEU,01/04/80,10.22
DEU,01/05/80,10.26
DEU,01/06/80,10.11
DEU,01/07/80,9.7
DEU,01/08/80,8.98
DEU,01/09/80,8.97
DEU,01/10/80,9.08
DEU,01/11/80,9.45
DEU,01/12/80,10.2
DEU,01/01/81,9.47
DEU,01/02/81,10.67
DEU,01/03/81,13.6
DEU,01/04/81,13.19
DEU,01/05/81,13.2
DEU,01/06/81,13.09
DEU,01/07/81,12.96
DEU,01/08/81,12.9
DEU,01/09/81,12.5
DEU,01/10/81,11.78
DEU,01/11/81,11.08
DEU,01/12/81,10.82
DEU,01/01/82,10.46
DEU,01/02/82,10.27
DEU,01/03/82,9.87
DEU,01/04/82,9.33
DEU,01/05/82,9.18
DEU,01/06/82,9.28
DEU,01/07/82,9.46
DEU,01/08/82,9
DEU,01/09/82,8.18
DEU,01/10/82,7.58
DEU,01/11/82,7.31
DEU,01/12/82,6.62
DEU,01/01/83,5.82
DEU,01/02/83,5.83
DEU,01/03/83,5.45
DEU,01/04/83,5.2
DEU,01/05/83,5.33
DEU,01/06/83,5.57
DEU,01/07/83,5.57
DEU,01/08/83,5.71
DEU,01/09/83,5.88
DEU,01/10/83,6.18
DEU,01/11/83,6.3
DEU,01/12/83,6.48
DEU,01/01/84,6.12
DEU,01/02/84,5.95
DEU,01/03/84,5.86
DEU,01/04/84,5.84
DEU,01/05/84,6.1
DEU,01/06/84,6.13
DEU,01/07/84,6.13
DEU,01/08/84,6.02
DEU,01/09/84,5.82
DEU,01/10/84,6.07
DEU,01/11/84,5.96
DEU,01/12/84,5.83
DEU,01/01/85,5.87
DEU,01/02/85,6.16
DEU,01/03/85,6.39
DEU,01/04/85,6.02
DEU,01/05/85,5.84
DEU,01/06/85,5.68
DEU,01/07/85,5.34
DEU,01/08/85,4.79
DEU,01/09/85,4.71
DEU,01/10/85,4.84
DEU,01/11/85,4.88
DEU,01/12/85,4.86
DEU,01/01/86,4.72
DEU,01/02/86,4.54
DEU,01/03/86,4.56
DEU,01/04/86,4.53
DEU,01/05/86,4.62
DEU,01/06/86,4.65
DEU,01/07/86,4.65
DEU,01/08/86,4.61
DEU,01/09/86,4.53
DEU,01/10/86,4.64
DEU,01/11/86,4.73
DEU,01/12/86,4.84
DEU,01/01/87,4.54
DEU,01/02/87,4.03
DEU,01/03/87,4.04
DEU,01/04/87,3.91
DEU,01/05/87,3.81
DEU,01/06/87,3.73
DEU,01/07/87,3.86
DEU,01/08/87,4
DEU,01/09/87,4.04
DEU,01/10/87,4.74
DEU,01/11/87,3.98
DEU,01/12/87,3.71
DEU,01/01/88,3.46
DEU,01/02/88,3.37
DEU,01/03/88,3.44
DEU,01/04/88,3.43
DEU,01/05/88,3.58
DEU,01/06/88,3.93
DEU,01/07/88,4.93
DEU,01/08/88,5.37
DEU,01/09/88,5.02
DEU,01/10/88,5.1
DEU,01/11/88,4.95
DEU,01/12/88,5.39
DEU,01/01/89,5.7
DEU,01/02/89,6.43
DEU,01/03/89,6.67
DEU,01/04/89,6.48
DEU,01/05/89,7.02
DEU,01/06/89,7.02
DEU,01/07/89,7.09
DEU,01/08/89,7.07
DEU,01/09/89,7.41
DEU,01/10/89,8.13
DEU,01/11/89,8.29
DEU,01/12/89,8.11
DEU,01/01/90,8.3
DEU,01/02/90,8.31
DEU,01/03/90,8.48
DEU,01/04/90,8.27
DEU,01/05/90,8.33
DEU,01/06/90,8.3
DEU,01/07/90,8.26
DEU,01/08/90,8.45
DEU,01/09/90,8.47
DEU,01/10/90,8.6
DEU,01/11/90,8.88
DEU,01/12/90,9.21
DEU,01/01/91,9.35
DEU,01/02/91,9.08
DEU,01/03/91,9.09
DEU,01/04/91,9.18
DEU,01/05/91,9.08
DEU,01/06/91,9.06
DEU,01/07/91,9.15
DEU,01/08/91,9.31
DEU,01/09/91,9.27
DEU,01/10/91,9.38
DEU,01/11/91,9.43
DEU,01/12/91,9.58
DEU,01/01/92,9.53
DEU,01/02/92,9.61
DEU,01/03/92,9.7
DEU,01/04/92,9.75
DEU,01/05/92,9.79
DEU,01/06/92,9.75
DEU,01/07/92,9.78
DEU,01/08/92,9.88
DEU,01/09/92,9.5
DEU,01/10/92,8.94
DEU,01/11/92,8.94
DEU,01/12/92,9.04
DEU,01/01/93,8.59
DEU,01/02/93,8.4
DEU,01/03/93,7.98
DEU,01/04/93,7.92
DEU,01/05/93,7.51
DEU,01/06/93,7.6
DEU,01/07/93,7.24
DEU,01/08/93,6.61
DEU,01/09/93,6.63
DEU,01/10/93,6.64
DEU,01/11/93,6.31
DEU,01/12/93,6.11
DEU,01/01/94,5.89
DEU,01/02/94,5.91
DEU,01/03/94,5.84
DEU,01/04/94,5.59
DEU,01/05/94,5.2
DEU,01/06/94,5.07
DEU,01/07/94,4.97
DEU,01/08/94,5
DEU,01/09/94,5.07
DEU,01/10/94,5.22
DEU,01/11/94,5.21
DEU,01/12/94,5.4
DEU,01/01/95,5.16
DEU,01/02/95,5.1
DEU,01/03/95,5.07
DEU,01/04/95,4.68
DEU,01/05/95,4.59
DEU,01/06/95,4.53
DEU,01/07/95,4.56
DEU,01/08/95,4.46
DEU,01/09/95,4.19
DEU,01/10/95,4.09
DEU,01/11/95,4.01
DEU,01/12/95,3.94
DEU,01/01/96,3.61
DEU,01/02/96,3.35
DEU,01/03/96,3.36
DEU,01/04/96,3.33
DEU,01/05/96,3.29
DEU,01/06/96,3.39
DEU,01/07/96,3.38
DEU,01/08/96,3.29
DEU,01/09/96,3.12
DEU,01/10/96,3.12
DEU,01/11/96,3.19
DEU,01/12/96,3.23
DEU,01/01/97,3.14
DEU,01/02/97,3.19
DEU,01/03/97,3.26
DEU,01/04/97,3.23
DEU,01/05/97,3.17
DEU,01/06/97,3.14
DEU,01/07/97,3.14
DEU,01/08/97,3.26
DEU,01/09/97,3.31
DEU,01/10/97,3.58
DEU,01/11/97,3.74
DEU,01/12/97,3.74
DEU,01/01/98,3.57
DEU,01/02/98,3.51
DEU,01/03/98,3.52
DEU,01/04/98,3.63
DEU,01/05/98,3.63
DEU,01/06/98,3.56
DEU,01/07/98,3.54
DEU,01/08/98,3.5
DEU,01/09/98,3.49
DEU,01/10/98,3.57
DEU,01/11/98,3.63
DEU,01/12/98,3.38
DEU,01/01/99,3.1321
DEU,01/02/99,3.0934
DEU,01/03/99,3.0467
DEU,01/04/99,2.6965
DEU,01/05/99,2.579
DEU,01/06/99,2.6267
DEU,01/07/99,2.6765
DEU,01/08/99,2.695
DEU,01/09/99,2.7267
DEU,01/10/99,3.3757
DEU,01/11/99,3.4677
DEU,01/12/99,3.446
DEU,01/01/00,3.3431
DEU,01/02/00,3.5368
DEU,01/03/00,3.747
DEU,01/04/00,3.9253
DEU,01/05/00,4.362
DEU,01/06/00,4.5017
DEU,01/07/00,4.5829
DEU,01/08/00,4.7771
DEU,01/09/00,4.8528
DEU,01/10/00,5.0413
DEU,01/11/00,5.092
DEU,01/12/00,4.9392
DEU,01/01/01,4.7707
DEU,01/02/01,4.7558
DEU,01/03/01,4.7086
DEU,01/04/01,4.682
DEU,01/05/01,4.6367
DEU,01/06/01,4.4536
DEU,01/07/01,4.4671
DEU,01/08/01,4.3535
DEU,01/09/01,3.9829
DEU,01/10/01,3.5999
DEU,01/11/01,3.3857
DEU,01/12/01,3.3449
DEU,01/01/02,3.3388
DEU,01/02/02,3.3571
DEU,01/03/02,3.3908
DEU,01/04/02,3.4069
DEU,01/05/02,3.4671
DEU,01/06/02,3.464
DEU,01/07/02,3.41
DEU,01/08/02,3.3519
DEU,01/09/02,3.3101
DEU,01/10/02,3.2613
DEU,01/11/02,3.1241
DEU,01/12/02,2.941
DEU,01/01/03,2.8318
DEU,01/02/03,2.6875
DEU,01/03/03,2.53
DEU,01/04/03,2.5333
DEU,01/05/03,2.4005
DEU,01/06/03,2.1519
DEU,01/07/03,2.13
DEU,01/08/03,2.1404
DEU,01/09/03,2.1473
DEU,01/10/03,2.1436
DEU,01/11/03,2.159
DEU,01/12/03,2.1463
DEU,01/01/04,2.0895
DEU,01/02/04,2.0706
DEU,01/03/04,2.0288
DEU,01/04/04,2.0488
DEU,01/05/04,2.0859
DEU,01/06/04,2.1127
DEU,01/07/04,2.116
DEU,01/08/04,2.1143
DEU,01/09/04,2.1186
DEU,01/10/04,2.1473
DEU,01/11/04,2.1703
DEU,01/12/04,2.1732
DEU,01/01/05,2.1454
DEU,01/02/05,2.1384
DEU,01/03/05,2.1372
DEU,01/04/05,2.1372
DEU,01/05/05,2.1256
DEU,01/06/05,2.111
DEU,01/07/05,2.1194
DEU,01/08/05,2.1325
DEU,01/09/05,2.1391
DEU,01/10/05,2.1966
DEU,01/11/05,2.3609
DEU,01/12/05,2.4729
DEU,01/01/06,2.5117
DEU,01/02/06,2.6004
DEU,01/03/06,2.7226
DEU,01/04/06,2.7938
DEU,01/05/06,2.889
DEU,01/06/06,2.9857
DEU,01/07/06,3.1022
DEU,01/08/06,3.2265
DEU,01/09/06,3.3354
DEU,01/10/06,3.502
DEU,01/11/06,3.5972
DEU,01/12/06,3.6842
DEU,01/01/07,3.7519
DEU,01/02/07,3.8182
DEU,01/03/07,3.8909
DEU,01/04/07,3.9753
DEU,01/05/07,4.0714
DEU,01/06/07,4.1478
DEU,01/07/07,4.2162
DEU,01/08/07,4.5436
DEU,01/09/07,4.7417
DEU,01/10/07,4.6874
DEU,01/11/07,4.6385
DEU,01/12/07,4.8484
DEU,01/01/08,4.4815
DEU,01/02/08,4.3621
DEU,01/03/08,4.5964
DEU,01/04/08,4.7835
DEU,01/05/08,4.8574
DEU,01/06/08,4.9405
DEU,01/07/08,4.961
DEU,01/08/08,4.9652
DEU,01/09/08,5.0192
DEU,01/10/08,5.1131
DEU,01/11/08,4.2383
DEU,01/12/08,3.2926
DEU,01/01/09,2.4565
DEU,01/02/09,1.9431
DEU,01/03/09,1.6355
DEU,01/04/09,1.4223
DEU,01/05/09,1.2817
DEU,01/06/09,1.2279
DEU,01/07/09,0.975
DEU,01/08/09,0.8605
DEU,01/09/09,0.7721
DEU,01/10/09,0.7375
DEU,01/11/09,0.7162
DEU,01/12/09,0.712
DEU,01/01/10,0.6798
DEU,01/02/10,0.6617
DEU,01/03/10,0.645
DEU,01/04/10,0.6447
DEU,01/05/10,0.6865
DEU,01/06/10,0.7276
DEU,01/07/10,0.8488
DEU,01/08/10,0.8955
DEU,01/09/10,0.8805
DEU,01/10/10,0.9977
DEU,01/11/10,1.042
DEU,01/12/10,1.0217
DEU,01/01/11,1.0172
DEU,01/02/11,1.0867
DEU,01/03/11,1.1755
DEU,01/04/11,1.3212
DEU,01/05/11,1.4251
DEU,01/06/11,1.4886
DEU,01/07/11,1.5976
DEU,01/08/11,1.5521
DEU,01/09/11,1.5365
DEU,01/10/11,1.5759
DEU,01/11/11,1.4847
DEU,01/12/11,1.4261
DEU,01/01/12,1.2222
DEU,01/02/12,1.0483
DEU,01/03/12,0.8585
DEU,01/04/12,0.7443
DEU,01/05/12,0.6849
DEU,01/06/12,0.6589
DEU,01/07/12,0.497
DEU,01/08/12,0.3324
DEU,01/09/12,0.2463
DEU,01/10/12,0.2079
DEU,01/11/12,0.192
DEU,01/12/12,0.1855
DEU,01/01/13,0.2049
DEU,01/02/13,0.2234
DEU,01/03/13,0.2061
DEU,01/04/13,0.2089
DEU,01/05/13,0.2012
DEU,01/06/13,0.2103
DEU,01/07/13,0.2214
DEU,01/08/13,0.2259
DEU,01/09/13,0.2232
DEU,01/10/13,0.2258
DEU,01/11/13,0.2234
DEU,01/12/13,0.2735
DEU,01/01/14,0.292
DEU,01/02/14,0.2881
DEU,01/03/14,0.3053
DEU,01/04/14,0.3297
DEU,01/05/14,0.3246
DEU,01/06/14,0.2414
DEU,01/07/14,0.205
DEU,01/08/14,0.1916
DEU,01/09/14,0.0971
DEU,01/10/14,0.0826
DEU,01/11/14,0.0809
DEU,01/12/14,0.0809
DEU,01/01/15,0.0627
DEU,01/02/15,0.0482
DEU,01/03/15,0.0272
DEU,01/04/15,0.0047
DEU,01/05/15,-0.0104
DEU,01/06/15,-0.0139
DEU,01/07/15,-0.0187
DEU,01/08/15,-0.0277
DEU,01/09/15,-0.037
DEU,01/10/15,-0.0536
DEU,01/11/15,-0.0876
DEU,01/12/15,-0.1263
DEU,01/01/16,-0.1461
DEU,01/02/16,-0.1836
DEU,01/03/16,-0.2285
DEU,01/04/16,-0.2492
DEU,01/05/16,-0.2572
PRT,01/08/85,19.42
PRT,01/09/85,22.19
PRT,01/10/85,20.78
PRT,01/11/85,18.82
PRT,01/12/85,18.55
PRT,01/01/86,18.62
PRT,01/02/86,18.54
PRT,01/03/86,16.87
PRT,01/04/86,15.01
PRT,01/05/86,15.79
PRT,01/06/86,15.23
PRT,01/07/86,15.14
PRT,01/08/86,15.34
PRT,01/09/86,15.09
PRT,01/10/86,14.08
PRT,01/11/86,13.36
PRT,01/12/86,13.68
PRT,01/01/87,13.45
PRT,01/02/87,13.43
PRT,01/03/87,13.31
PRT,01/04/87,13.11
PRT,01/05/87,13.36
PRT,01/06/87,13.86
PRT,01/07/87,15.02
PRT,01/10/87,13.97
PRT,01/11/87,13.94
PRT,01/12/87,13.95
PRT,01/01/88,13.85
PRT,01/02/88,13.3
PRT,01/03/88,13.09
PRT,01/04/88,13
PRT,01/05/88,12.77
PRT,01/06/88,12.63
PRT,01/07/88,13.01
PRT,01/08/88,12.98
PRT,01/09/88,12.9
PRT,01/10/88,12.66
PRT,01/11/88,12.93
PRT,01/12/88,12.5
PRT,01/01/89,12.5
PRT,01/02/89,12.5
PRT,01/03/89,12.49
PRT,01/04/89,12.72
PRT,01/05/89,14.94
PRT,01/07/89,16.09
PRT,01/08/89,16.12
PRT,01/09/89,16.1
PRT,01/10/89,16.2
PRT,01/11/89,16.25
PRT,01/12/89,17.19
PRT,01/01/90,17.25
PRT,01/02/90,17.3
PRT,01/03/90,17.29
PRT,01/04/90,16.95
PRT,01/05/90,16.36
PRT,01/06/90,16.42
PRT,01/07/90,16
PRT,01/08/90,17.09
PRT,01/09/90,17.04
PRT,01/10/90,16.63
PRT,01/11/90,17.29
PRT,01/12/90,17.21
PRT,01/01/91,17.16
PRT,01/02/91,17.56
PRT,01/03/91,17.67
PRT,01/04/91,17.75
PRT,01/05/91,17.75
PRT,01/06/91,17.88
PRT,01/07/91,17.94
PRT,01/08/91,17.94
PRT,01/09/91,17.9
PRT,01/10/91,17.83
PRT,01/11/91,17.72
PRT,01/12/91,17.75
PRT,01/01/92,18.254
PRT,01/02/92,17.832
PRT,01/03/92,17.519
PRT,01/04/92,17.114
PRT,01/05/92,16.999
PRT,01/06/92,17.143
PRT,01/07/92,16.822
PRT,01/08/92,15.516
PRT,01/09/92,14.942
PRT,01/10/92,15.762
PRT,01/11/92,16.06
PRT,01/12/92,16.506
PRT,01/01/93,14.459
PRT,01/02/93,13.689
PRT,01/03/93,15.724
PRT,01/04/93,17.115
PRT,01/05/93,15.291
PRT,01/06/93,12.611
PRT,01/07/93,13.113
PRT,01/08/93,11.417
PRT,01/09/93,11.023
PRT,01/10/93,11.313
PRT,01/11/93,11.519
PRT,01/12/93,11.667
PRT,01/01/94,11.081
PRT,01/02/94,9.997
PRT,01/03/94,9.62
PRT,01/04/94,11.877
PRT,01/05/94,11.072
PRT,01/06/94,13.697
PRT,01/07/94,12.706
PRT,01/08/94,11.937
PRT,01/09/94,10.663
PRT,01/10/94,10.159
PRT,01/11/94,9.995
PRT,01/12/94,10.476
PRT,01/01/95,10.677
PRT,01/02/95,9.881
PRT,01/03/95,11.023
PRT,01/04/95,10.763
PRT,01/05/95,9.96
PRT,01/06/95,9.878
PRT,01/07/95,9.495
PRT,01/08/95,9.262
PRT,01/09/95,9.254
PRT,01/10/95,9.271
PRT,01/11/95,9.054
PRT,01/12/95,8.922
PRT,01/01/96,8.4
PRT,01/02/96,8.1
PRT,01/03/96,8
PRT,01/04/96,7.5
PRT,01/05/96,7.2
PRT,01/06/96,7.3
PRT,01/07/96,7.3
PRT,01/08/96,7.2
PRT,01/09/96,7.2
PRT,01/10/96,6.9
PRT,01/11/96,6.9
PRT,01/12/96,6.4
PRT,01/01/97,6.2
PRT,01/02/97,6.2
PRT,01/03/97,6.3
PRT,01/04/97,6
PRT,01/05/97,5.7
PRT,01/06/97,5.9
PRT,01/07/97,5.8
PRT,01/08/97,5.5
PRT,01/09/97,5.4
PRT,01/10/97,5.3
PRT,01/11/97,5.4
PRT,01/12/97,5.2
PRT,01/01/98,4.8
PRT,01/02/98,4.7
PRT,01/03/98,4.6
PRT,01/04/98,4.5
PRT,01/05/98,4.5
PRT,01/06/98,4.4
PRT,01/07/98,4.3
PRT,01/08/98,4.4
PRT,01/09/98,4.3
PRT,01/10/98,4
PRT,01/11/98,3.8
PRT,01/12/98,3.4
PRT,01/01/99,3.1321
PRT,01/02/99,3.0934
PRT,01/03/99,3.0467
PRT,01/04/99,2.6965
PRT,01/05/99,2.579
PRT,01/06/99,2.6267
PRT,01/07/99,2.6765
PRT,01/08/99,2.695
PRT,01/09/99,2.7267
PRT,01/10/99,3.3757
PRT,01/11/99,3.4677
PRT,01/12/99,3.446
PRT,01/01/00,3.3431
PRT,01/02/00,3.5368
PRT,01/03/00,3.747
PRT,01/04/00,3.9253
PRT,01/05/00,4.362
PRT,01/06/00,4.5017
PRT,01/07/00,4.5829
PRT,01/08/00,4.7771
PRT,01/09/00,4.8528
PRT,01/10/00,5.0413
PRT,01/11/00,5.092
PRT,01/12/00,4.9392
PRT,01/01/01,4.7707
PRT,01/02/01,4.7558
PRT,01/03/01,4.7086
PRT,01/04/01,4.682
PRT,01/05/01,4.6367
PRT,01/06/01,4.4536
PRT,01/07/01,4.4671
PRT,01/08/01,4.3535
PRT,01/09/01,3.9829
PRT,01/10/01,3.5999
PRT,01/11/01,3.3857
PRT,01/12/01,3.3449
PRT,01/01/02,3.3388
PRT,01/02/02,3.3571
PRT,01/03/02,3.3908
PRT,01/04/02,3.4069
PRT,01/05/02,3.4671
PRT,01/06/02,3.464
PRT,01/07/02,3.41
PRT,01/08/02,3.3519
PRT,01/09/02,3.3101
PRT,01/10/02,3.2613
PRT,01/11/02,3.1241
PRT,01/12/02,2.941
PRT,01/01/03,2.8318
PRT,01/02/03,2.6875
PRT,01/03/03,2.53
PRT,01/04/03,2.5333
PRT,01/05/03,2.4005
PRT,01/06/03,2.1519
PRT,01/07/03,2.13
