DATETIME,SP500,NASDAQ,US20
1999-08-02,0.004697658937920718,-0.005726675461741424,0.0007514847161571844
1999-08-03,-0.005809563581640331,-0.0073221222862206465,-0.002250186133655573
1999-08-04,-0.015068838808250573,-0.01921186088527552,0.001303192471839362
1999-08-05,0.010043585476550682,0.013578983957219251,0.005100954345291037
1999-08-06,-0.011266664116296864,-0.009690990099009901,-0.010503531771163215
1999-08-09,-0.002857438833461243,-0.012318928320802005,-0.004205029409478036
1999-08-10,-0.00986231937984496,-0.00851842445414847,-0.0006159669938282164
1999-08-11,0.010953796319018405,0.0324684896797153,0.0035224674087195626
1999-08-12,0.0009814835249042145,-0.011030863877642825,-0.0028256839779005
1999-08-13,0.021220451312828206,0.041198806557377045,0.00843003053076395
1999-08-16,0.004698555937266617,0.008983903185802866,-0.0011519503309745903
1999-08-17,0.006891757863501483,0.002987055010660981,0.007302081859151389
1999-08-18,-0.010279552623688156,-0.009907565453370666,0.0007553590855630446
1999-08-19,-0.005057456518462697,-0.01398073988641328,-0.001965215133020754
1999-08-20,0.009916692537313433,0.017600905086928523,0.0015841313616071122
1999-08-23,0.019248874963396778,0.029387944321733694,-6.389572983530275e-05
1999-08-24,0.00313730802919708,0.007252567928822677,0.0037461324433782804
1999-08-25,0.009615055386840203,0.02207312349726776,0.009633568401115813
1999-08-26,-0.012799984381778741,-0.016870020255249075,0.0002152
1999-08-27,-0.011488062326261888,-0.009343034746467166,-0.00791593928431953
1999-08-30,-0.019173316032811336,-0.013477658647566884,-0.008539910795927122
1999-08-31,-0.00427678202247191,0.00836636723777685,-0.001975978955680931
1999-09-01,0.010593257820607858,0.008914454349627175,-0.0011642678944223498
1999-09-02,-0.01026929138576779,-0.0056157333333333335,-0.006131101080517123
1999-09-03,0.03142224441219158,,0.011417600000000052
1999-09-06,,,
1999-09-07,-0.007092341520467836,0.03477526192733017,-0.006383060066006601
1999-09-08,-0.004187686343612335,-0.013393288710968775,0.0018606604857132607
1999-09-09,-0.0012529882352941175,0.015978041292356183,-0.004194995312058741
1999-09-10,0.007516870072992701,0.010743915789473684,0.005982325495529455
1999-09-13,-0.005656115124816446,-0.015422867234211048,-0.0028099027502749754
1999-09-14,-0.007178849704142011,0.007489612578616352,-0.005865383583913276
1999-09-15,-0.014797415015015015,-0.01983051547714515,0.0018706386740331281
1999-09-16,0.0017168503748125937,,0.003793715774546211
1999-09-17,0.013531209467455622,0.029222855985984036,0.00487296287282348
1999-09-20,-0.002006269532987398,-0.0011469224171539961,-0.0027986066145499304
1999-09-21,-0.02020600060514372,-0.02047479952248309,-0.0014383353832872797
1999-09-22,0.0002176,0.009482334870885078,0.0013174099528401493
1999-09-23,-0.02379479349341596,-0.04489982892459827,0.007050994501826286
1999-09-24,-0.001333990380139643,-0.00019460115416323166,0.008338943445287086
1999-09-27,0.006385680185042405,0.009002073953013279,-0.0063254752453653215
1999-09-28,-0.00210079258114374,0.007518350354897587,-0.005538351179706814
1999-09-29,-0.0106999,-0.017722763336085877,-0.007223173480662931
1999-09-30,0.014864235873749037,0.005984726436781609,0.0073730596359423755
1999-10-01,-0.0044027712296983755,-0.0003785429451632779,-0.00945719990074801
1999-10-04,0.019951902956785443,0.023901519951874874,0.005476340556074757
1999-10-05,5.402654028436018e-05,0.005628522217790187,-0.008650190355573737
1999-10-06,0.012044573098538779,0.02209179523995318,0.0016279089969269385
1999-10-07,-0.003896049962377728,-0.005249949941153393,0.00024239999999999998
1999-10-08,0.0136054289532294,0.011491430256012413,-4.188777029545031e-05
1999-10-11,,0.015144960183416125,
1999-10-12,-0.01559190407239819,-0.034755788728495156,-0.0028113234051275054
1999-10-13,-0.028459222032583397,-0.017464600764741395,-0.0053554595336666845
1999-10-14,0.0010175937984496124,0.004450816833667335,-0.0025702993826438314
1999-10-15,-0.026010583293556086,-0.032456275496688745,0.006386957868695695
1999-10-18,0.007354204739336493,-0.014454506005879884,-0.003961078026905776
1999-10-19,0.006525834850863423,0.01022560997920998,-0.0036973431344654558
1999-10-20,0.014940908894044858,0.019414426101141927,0.0010920583540250486
1999-10-21,0.002560014814814815,0.021011973162939297,-0.0014399553136462601
1999-10-22,0.009419511926605504,-0.002759005888243541,0.0002452
1999-10-25,-0.005135276556495004,-0.0003560024048096192,
1999-10-26,-0.011418874650077761,-0.011925185395537526,-0.212423293150685
1999-10-27,0.015560335681470139,0.003884233468067906,0.007049121088435374
1999-10-28,0.033553860251665436,0.03346130003907777,0.009016561988606965
1999-10-29,0.018411004651162792,0.03603742637528259,0.014524923848518079
1999-11-01,-0.010036601468428781,-0.00715938401973809,-0.004094048598130904
1999-11-02,-0.007154049704142011,0.0027035889435819763,0.0048882718717441435
1999-11-03,0.006124752941176471,0.02136916056338028,0.00024239999999999998
1999-11-04,0.006815341709276845,,0.006516554969574123
1999-11-05,0.011791146570397112,0.03112960459770115,0.006151485493441311
1999-11-08,-0.000484943352601156,0.008784608547008547,-0.001740701817301598
1999-11-09,-0.008508755685131196,0.00041563097739006586,0.0002376
1999-11-10,0.006754616654598118,0.0025466586145648316,-0.0020722341982028466
1999-11-11,0.005280827665706052,0.019059489159986058,
1999-11-12,0.009516686366880798,0.012630026850258175,0.00873956078431375
1999-11-15,0.0016631167498218104,-0.00391034331144141,
1999-11-16,0.019804336547868624,0.02714644628321561,-0.001396438274204254
1999-11-17,-0.00893024203102962,-0.012709589097103919,-0.007021238796805142
1999-11-18,0.007935290692792162,0.0261254194490541,-0.0024070350932498333
1999-11-19,-0.001163941695865452,0.01025895699030721,0.0009036041863119033
1999-11-22,0.0002376,0.008546495405669598,-0.0024122770457050795
1999-11-23,-0.010385629461756375,-0.01801057518248175,-0.0004306152289431399
1999-11-24,0.007271148804500703,0.03390343610131452,-0.002089451578746022
1999-11-25,,,
1999-11-26,-0.0046472569434752265,-0.006559744293392349,-0.003754373358380958
1999-11-29,-0.0032602005602240898,-0.0153311230052978,-0.010209732387105213
1999-11-30,-0.01252475744680851,-0.03378934448871182,0.003926914899744295
1999-12-01,0.007983427445460942,0.014156297528237027,-0.0024512172046718098
1999-12-02,0.006536106293706294,0.03163608955129221,-0.0027944200927255912
1999-12-03,0.019446789574759947,0.020438143358707472,0.009610106571312334
1999-12-06,-0.008756539792387543,0.009475031553024474,0.002248675769814178
1999-12-07,-0.0074284507670850765,0.0025458398034398032,0.005217841729922855
1999-12-08,-0.006780071910112359,-0.014245838043308926,-0.003417476865950379
1999-12-09,0.0037401503149055285,0.0008639619492449011,
1999-12-10,0.005117051810584959,0.013606455299539171,0.010141402704530213
1999-12-13,0.0009382942240779401,0.009977720961362945,-0.0034050679786242293
1999-12-14,-0.008181052631578947,-0.019300942928039702,-0.013529603680493508
1999-12-15,0.0030415602519244223,0.0159651904136773,-0.004140865856950131
1999-12-16,0.005809553792623522,0.03173264246008279,-0.008261149496973192
1999-12-17,0.005778732179930796,0.009615569302870533,-0.00010613831743123422
1999-12-20,-0.006723441114982578,0.009675056376033657,-0.005913704109589015
1999-12-21,0.013312600275103163,0.0426180813559322,-0.0021605738572573526
1999-12-22,0.0023042253946465342,0.00590896571349634,0.0005856274011112396
1999-12-23,0.016452866711681297,0.00697098090010977,-0.0011159663858892348
1999-12-24,,,
1999-12-27,-0.0017821699594046008,-0.000851301098901099,0.003666778082191755
1999-12-28,0.000921332521974307,-0.004585717874396135,-0.0018193274648042254
1999-12-29,0.0022630914979757085,0.032819918974495925,0.0029766657788680567
1999-12-30,-0.00043761944632005403,-0.002440134636497523,0.0016155828955139522
1999-12-31,0.002928802693602694,0.005429659243473627,-0.00526305155600519
2000-01-03,-0.01203233865030675,0.023777722252568724,-0.011589938247566092
2000-01-04,-0.038714241359773374,-0.08043703106113856,0.008513462068965517
2000-01-05,0.0016520271570014144,-0.012573787900355873,-0.010209728516635421
2000-01-06,-0.0068849071225071225,-0.06013975849056604,0.008179550755480868
2000-01-07,0.03925197371663244,0.06910618749121575,0.006087739655589484
2000-01-10,0.009729125423728812,0.05660364774535809,-0.003914251770058134
2000-01-11,-0.014205316093535076,-0.054307854545454545,
2000-01-12,-0.008084175312066575,-0.02017056326530612,-0.012692180999038002
2000-01-13,0.011889416312542837,0.04103157672826831,0.009929561763826275
2000-01-14,0.013760250439486138,0.02662704422231108,-0.005678834540390038
2000-01-17,,,
2000-01-18,-0.006569751940095302,0.014816008195429472,-0.005714047070691287
2000-01-19,0.0029531465037338765,0.011406431168831286,0.0037224264846814157
2000-01-20,-0.010743868771448182,0.007073663459306075,-0.0011605164575084446
2000-01-21,-0.0025153249827942186,0.0035799319192698293,0.0037262701813438426
2000-01-24,-0.02879922719546742,-0.05568747126374385,
2000-01-25,0.005170651444679352,0.02872236856125544,0.008190546910202785
2000-01-26,-0.0018810440677966102,-0.0372504284580654,0.008138698901098836
2000-01-27,-0.00401771914893617,-0.004850408800880088,0.008076760915404595
2000-01-28,-0.031972034553440706,-0.04609213525179856,0.01102407594128496
2000-01-31,0.025223355603140613,0.03830348373702422,-0.007574017391304283
2000-02-01,0.011532660832745237,0.02887793030384512,0.007663951596754729
2000-02-02,-0.00046381468926553674,0.011146655319148937,0.006269209651474506
2000-02-03,0.014854978705636743,0.03166829943328193,0.010200005792670004
2000-02-04,-0.0032516201117318436,0.0070200946654726875,-0.003425657900345343
