Date,Value
01/04/34,6.01
01/05/34,6.05
01/06/34,6.06
01/07/34,6.13
01/08/34,6.49
01/09/34,6.57
01/10/34,6.4
01/11/34,6.37
01/12/34,6.23
01/01/35,5.98
01/02/35,5.95
01/03/35,6.2
01/04/35,6.13
01/05/35,5.94
01/06/35,5.77
01/07/35,5.67
01/08/35,5.58
01/09/35,5.53
01/10/35,5.54
01/11/35,5.43
01/12/35,5.3
01/01/36,5
01/02/36,4.8
01/03/36,4.86
01/04/36,4.91
01/05/36,4.94
01/06/36,4.9
01/07/36,4.84
01/08/36,4.74
01/09/36,4.62
01/10/36,4.54
01/11/36,4.52
01/12/36,4.53
01/01/37,4.49
01/02/37,4.53
01/03/37,4.68
01/04/37,4.84
01/05/37,4.84
01/06/37,4.93
01/07/37,4.91
01/08/37,4.92
01/09/37,5.16
01/10/37,5.52
01/11/37,5.82
01/12/37,5.73
01/01/38,5.89
01/02/38,5.97
01/03/38,6.3
01/04/38,6.47
01/05/38,6.06
01/06/38,6.25
01/07/38,5.63
01/08/38,5.49
01/09/38,5.65
01/10/38,5.36
01/11/38,5.23
01/12/38,5.27
01/01/39,5.12
01/02/39,5.05
01/03/39,4.89
01/04/39,5.15
01/05/39,5.07
01/06/39,4.91
01/07/39,4.84
01/08/39,4.85
01/09/39,5
01/10/39,4.88
01/11/39,4.85
01/12/39,4.92
01/01/40,4.86
01/02/40,4.83
01/03/40,4.8
01/04/40,4.74
01/05/40,4.94
01/06/40,5.11
01/07/40,4.8
01/08/40,4.76
01/09/40,4.66
01/10/40,4.56
01/11/40,4.48
01/12/40,4.45
01/01/41,4.38
01/02/41,4.42
01/03/41,4.38
01/04/41,4.33
01/05/41,4.32
01/06/41,4.31
01/07/41,4.28
01/08/41,4.27
01/09/41,4.3
01/10/41,4.28
01/11/41,4.28
01/12/41,4.38
01/01/42,4.29
01/02/42,4.29
01/03/42,4.3
01/04/42,4.26
01/05/42,4.27
01/06/42,4.33
01/07/42,4.3
01/08/42,4.28
01/09/42,4.26
01/10/42,4.24
01/11/42,4.25
01/12/42,4.28
01/01/43,4.16
01/02/43,4.08
01/03/43,4.01
01/04/43,3.96
01/05/43,3.91
01/06/43,3.88
01/07/43,3.81
01/08/43,3.81
01/09/43,3.83
01/10/43,3.82
01/11/43,3.83
01/12/43,3.82
01/01/44,3.76
01/02/44,3.72
01/03/44,3.7
01/04/44,3.68
01/05/44,3.63
01/06/44,3.59
01/07/44,3.57
01/08/44,3.55
01/09/44,3.56
01/10/44,3.55
01/11/44,3.53
01/12/44,3.49
01/01/45,3.46
01/02/45,3.41
01/03/45,3.38
01/04/45,3.36
01/05/45,3.32
01/06/45,3.29
01/07/45,3.26
01/08/45,3.26
01/09/45,3.24
01/10/45,3.2
01/11/45,3.15
01/12/45,3.1
01/01/46,3.01
01/02/46,2.95
01/03/46,2.94
01/04/46,2.96
01/05/46,3.02
01/06/46,3.03
01/07/46,3.03
01/08/46,3.03
01/09/46,3.1
01/10/46,3.15
01/11/46,3.17
01/12/46,3.17
01/01/47,3.13
01/02/47,3.12
01/03/47,3.15
01/04/47,3.16
01/05/47,3.17
01/06/47,3.21
01/07/47,3.18
01/08/47,3.17
01/09/47,3.23
01/10/47,3.35
01/11/47,3.44
01/12/47,3.52
01/01/48,3.52
01/02/48,3.53
01/03/48,3.53
01/04/48,3.47
01/05/48,3.38
01/06/48,3.34
01/07/48,3.37
01/08/48,3.44
01/09/48,3.45
01/10/48,3.5
01/11/48,3.53
01/12/48,3.53
01/01/49,3.46
01/02/49,3.45
01/03/49,3.47
01/04/49,3.45
01/05/49,3.45
01/06/49,3.47
01/07/49,3.46
01/08/49,3.4
01/09/49,3.37
01/10/49,3.36
01/11/49,3.35
01/12/49,3.31
01/01/50,3.24
01/02/50,3.24
01/03/50,3.24
01/04/50,3.23
01/05/50,3.25
01/06/50,3.28
01/07/50,3.32
01/08/50,3.23
01/09/50,3.21
01/10/50,3.22
01/11/50,3.22
01/12/50,3.2
01/01/51,3.17
01/02/51,3.16
01/03/51,3.23
01/04/51,3.35
01/05/51,3.4
01/06/51,3.49
01/07/51,3.53
01/08/51,3.5
01/09/51,3.46
01/10/51,3.5
01/11/51,3.56
01/12/51,3.61
01/01/52,3.59
01/02/52,3.53
01/03/52,3.51
01/04/52,3.5
01/05/52,3.49
01/06/52,3.5
01/07/52,3.5
01/08/52,3.51
01/09/52,3.52
01/10/52,3.54
01/11/52,3.53
01/12/52,3.51
01/01/53,3.51
01/02/53,3.53
01/03/53,3.57
01/04/53,3.65
01/05/53,3.78
01/06/53,3.86
01/07/53,3.86
01/08/53,3.85
01/09/53,3.88
01/10/53,3.82
01/11/53,3.75
01/12/53,3.74
01/01/54,3.71
01/02/54,3.61
01/03/54,3.51
01/04/54,3.47
01/05/54,3.47
01/06/54,3.49
01/07/54,3.5
01/08/54,3.49
01/09/54,3.47
01/10/54,3.46
01/11/54,3.45
01/12/54,3.45
01/01/55,3.45
01/02/55,3.47
01/03/55,3.48
01/04/55,3.49
01/05/55,3.5
01/06/55,3.51
01/07/55,3.52
01/08/55,3.56
01/09/55,3.59
01/10/55,3.59
01/11/55,3.58
01/12/55,3.62
01/01/56,3.6
01/02/56,3.58
01/03/56,3.6
01/04/56,3.68
01/05/56,3.73
01/06/56,3.76
01/07/56,3.8
01/08/56,3.93
01/09/56,4.07
01/10/56,4.17
01/11/56,4.24
01/12/56,4.37
01/01/57,4.49
01/02/57,4.47
01/03/57,4.43
01/04/57,4.44
01/05/57,4.52
01/06/57,4.63
01/07/57,4.73
01/08/57,4.82
01/09/57,4.93
01/10/57,4.99
01/11/57,5.09
01/12/57,5.03
01/01/58,4.83
01/02/58,4.66
01/03/58,4.68
01/04/58,4.67
01/05/58,4.62
01/06/58,4.55
01/07/58,4.53
01/08/58,4.67
01/09/58,4.87
01/10/58,4.92
01/11/58,4.87
01/12/58,4.85
01/01/59,4.87
01/02/59,4.89
01/03/59,4.85
01/04/59,4.86
01/05/59,4.96
01/06/59,5.04
01/07/59,5.08
01/08/59,5.09
01/09/59,5.18
01/10/59,5.28
01/11/59,5.26
01/12/59,5.28
01/01/60,5.34
01/02/60,5.34
01/03/60,5.25
01/04/60,5.2
01/05/60,5.28
01/06/60,5.26
01/07/60,5.22
01/08/60,5.08
01/09/60,5.01
01/10/60,5.11
01/11/60,5.08
01/12/60,5.1
01/01/61,5.1
01/02/61,5.07
01/03/61,5.02
01/04/61,5.01
01/05/61,5.01
01/06/61,5.03
01/07/61,5.09
01/08/61,5.11
01/09/61,5.12
01/10/61,5.13
01/11/61,5.11
01/12/61,5.1
01/01/62,5.08
01/02/62,5.07
01/03/62,5.04
01/04/62,5.02
01/05/62,5
01/06/62,5.02
01/07/62,5.05
01/08/62,5.06
01/09/62,5.03
01/10/62,4.99
01/11/62,4.96
01/12/62,4.92
01/01/63,4.91
01/02/63,4.89
01/03/63,4.88
01/04/63,4.87
01/05/63,4.85
01/06/63,4.84
01/07/63,4.84
01/08/63,4.83
01/09/63,4.84
01/10/63,4.83
01/11/63,4.84
01/12/63,4.85
01/01/64,4.83
01/02/64,4.83
01/03/64,4.83
01/04/64,4.85
01/05/64,4.85
01/06/64,4.85
01/07/64,4.83
01/08/64,4.82
01/09/64,4.82
01/10/64,4.81
01/11/64,4.81
01/12/64,4.81
01/01/65,4.8
01/02/65,4.78
01/03/65,4.78
01/04/65,4.8
01/05/65,4.81
01/06/65,4.85
01/07/65,4.88
01/08/65,4.88
01/09/65,4.91
01/10/65,4.93
01/11/65,4.95
01/12/65,5.02
01/01/66,5.06
01/02/66,5.12
01/03/66,5.32
01/04/66,5.41
01/05/66,5.48
01/06/66,5.58
01/07/66,5.68
01/08/66,5.83
01/09/66,6.09
01/10/66,6.1
01/11/66,6.13
01/12/66,6.18
01/01/67,5.97
01/02/67,5.82
01/03/67,5.85
01/04/67,5.83
01/05/67,5.96
01/06/67,6.15
01/07/67,6.26
01/08/67,6.33
01/09/67,6.4
01/10/67,6.52
01/11/67,6.72
01/12/67,6.93
01/01/68,6.84
01/02/68,6.8
01/03/68,6.85
01/04/68,6.97
01/05/68,7.03
01/06/68,7.07
01/07/68,6.98
01/08/68,6.82
01/09/68,6.79
01/10/68,6.84
01/11/68,7.01
01/12/68,7.23
01/01/69,7.32
01/02/69,7.3
01/03/69,7.51
01/04/69,7.54
01/05/69,7.52
01/06/69,7.7
01/07/69,7.84
01/08/69,7.86
01/09/69,8.05
01/10/69,8.22
01/11/69,8.25
01/12/69,8.65
01/01/70,8.86
01/02/70,8.78
01/03/70,8.63
01/04/70,8.7
01/05/70,8.98
01/06/70,9.25
01/07/70,9.4
01/08/70,9.44
01/09/70,9.39
01/10/70,9.33
01/11/70,9.38
01/12/70,9.12
01/01/71,8.74
01/02/71,8.39
01/03/71,8.46
01/04/71,8.45
01/05/71,8.62
01/06/71,8.75
01/07/71,8.76
01/08/71,8.76
01/09/71,8.59
01/10/71,8.48
01/11/71,8.38
01/12/71,8.38
01/01/72,8.23
01/02/72,8.23
01/03/72,8.24
01/04/72,8.24
01/05/72,8.23
01/06/72,8.2
01/07/72,8.23
01/08/72,8.19
01/09/72,8.09
01/10/72,8.06
01/11/72,7.99
01/12/72,7.93
01/01/73,7.9
01/02/73,7.97
01/03/73,8.03
01/04/73,8.09
01/05/73,8.06
01/06/73,8.13
01/07/73,8.24
01/08/73,8.53
01/09/73,8.63
01/10/73,8.41
01/11/73,8.42
01/12/73,8.48
01/01/74,8.48
01/02/74,8.53
01/03/74,8.62
01/04/74,8.87
01/05/74,9.05
01/06/74,9.27
01/07/74,9.48
01/08/74,9.77
01/09/74,10.18
01/10/74,10.48
01/11/74,10.6
01/12/74,10.63
01/01/75,10.81
01/02/75,10.65
01/03/75,10.48
01/04/75,10.58
01/05/75,10.69
01/06/75,10.62
01/07/75,10.55
01/08/75,10.59
01/09/75,10.61
01/10/75,10.62
01/11/75,10.56
01/12/75,10.56
01/01/76,10.41
01/02/76,10.24
01/03/76,10.12
01/04/76,9.94
01/05/76,9.86
01/06/76,9.89
01/07/76,9.82
01/08/76,9.64
01/09/76,9.4
01/10/76,9.29
01/11/76,9.23
01/12/76,9.12
01/01/77,9.08
01/02/77,9.12
01/03/77,9.12
01/04/77,9.07
01/05/77,9.01
01/06/77,8.91
01/07/77,8.87
01/08/77,8.82
01/09/77,8.8
01/10/77,8.89
01/11/77,8.95
01/12/77,8.99
01/01/78,9.17
01/02/78,9.2
01/03/78,9.22
01/04/78,9.32
01/05/78,9.49
01/06/78,9.6
01/07/78,9.6
01/08/78,9.48
01/09/78,9.42
01/10/78,9.59
01/11/78,9.83
01/12/78,9.94
01/01/79,10.13
01/02/79,10.08
01/03/79,10.26
01/04/79,10.33
01/05/79,10.47
01/06/79,10.38
01/07/79,10.29
01/08/79,10.35
01/09/79,10.54
01/10/79,11.4
01/11/79,11.99
01/12/79,12.06
01/01/80,12.42
01/02/80,13.57
01/03/80,14.45
01/04/80,14.19
01/05/80,13.17
01/06/80,12.71
01/07/80,12.65
01/08/80,13.15
01/09/80,13.7
01/10/80,14.23
01/11/80,14.64
01/12/80,15.14
01/01/81,15.03
01/02/81,15.37
01/03/81,15.34
01/04/81,15.56
01/05/81,15.95
01/06/81,15.8
01/07/81,16.17
01/08/81,16.34
01/09/81,16.92
01/10/81,17.11
01/11/81,16.39
01/12/81,16.55
01/01/82,17.1
01/02/82,17.18
01/03/82,16.82
01/04/82,16.78
01/05/82,16.64
01/06/82,16.92
01/07/82,16.8
01/08/82,16.32
01/09/82,15.63
01/10/82,14.73
01/11/82,14.3
01/12/82,14.14
01/01/83,13.94
01/02/83,13.95
01/03/83,13.61
01/04/83,13.29
01/05/83,13.09
01/06/83,13.37
01/07/83,13.39
01/08/83,13.64
01/09/83,13.55
01/10/83,13.46
01/11/83,13.61
01/12/83,13.75
01/01/84,13.65
01/02/84,13.59
01/03/84,13.99
01/04/84,14.31
01/05/84,14.74
01/06/84,15.05
01/07/84,15.15
01/08/84,14.63
01/09/84,14.35
01/10/84,13.94
01/11/84,13.48
01/12/84,13.4
01/01/85,13.26
01/02/85,13.23
01/03/85,13.69
01/04/85,13.51
01/05/85,13.15
01/06/85,12.4
01/07/85,12.43
01/08/85,12.5
01/09/85,12.48
01/10/85,12.36
01/11/85,11.99
01/12/85,11.58
01/01/86,11.44
01/02/86,11.11
01/03/86,10.5
01/04/86,10.19
01/05/86,10.29
01/06/86,10.34
01/07/86,10.16
01/08/86,10.18
01/09/86,10.2
01/10/86,10.24
01/11/86,10.07
01/12/86,9.97
01/01/87,9.72
01/02/87,9.65
01/03/87,9.61
01/04/87,10.04
01/05/87,10.51
01/06/87,10.52
01/07/87,10.61
01/08/87,10.8
01/09/87,11.31
01/10/87,11.62
01/11/87,11.23
01/12/87,11.29
01/01/88,11.07
01/02/88,10.62
01/03/88,10.57
01/04/88,10.9
01/05/88,11.04
01/06/88,11
01/07/88,11.11
01/08/88,11.21
01/09/88,10.9
01/10/88,10.41
01/11/88,10.48
01/12/88,10.65
01/01/89,10.65
01/02/89,10.61
01/03/89,10.67
01/04/89,10.61
01/05/89,10.46
01/06/89,10.03
01/07/89,9.87
01/08/89,9.88
01/09/89,9.91
01/10/89,9.81
01/11/89,9.81
01/12/89,9.82
01/01/90,9.94
01/02/90,10.14
01/03/90,10.21
01/04/90,10.3
01/05/90,10.41
01/06/90,10.22
01/07/90,10.2
01/08/90,10.41
01/09/90,10.64
01/10/90,10.74
01/11/90,10.62
01/12/90,10.43
01/01/91,10.45
01/02/91,10.07
01/03/91,10.09
01/04/91,9.94
01/05/91,9.86
01/06/91,9.96
01/07/91,9.89
01/08/91,9.65
01/09/91,9.51
01/10/91,9.49
01/11/91,9.45
01/12/91,9.26
01/01/92,9.13
01/02/92,9.23
01/03/92,9.25
01/04/92,9.21
01/05/92,9.13
01/06/92,9.05
01/07/92,8.84
01/08/92,8.65
01/09/92,8.62
01/10/92,8.84
01/11/92,8.96
01/12/92,8.81
01/01/93,8.67
01/02/93,8.39
01/03/93,8.15
01/04/93,8.14
01/05/93,8.21
01/06/93,8.07
01/07/93,7.93
01/08/93,7.6
01/09/93,7.34
01/10/93,7.31
01/11/93,7.66
01/12/93,7.69
01/01/94,7.65
01/02/94,7.76
01/03/94,8.13
01/04/94,8.52
01/05/94,8.62
01/06/94,8.65
01/07/94,8.8
01/08/94,8.74
01/09/94,8.98
01/10/94,9.2
01/11/94,9.32
01/12/94,9.1
01/01/95,9.08
01/02/95,8.85
01/03/95,8.7
01/04/95,8.6
01/05/95,8.2
01/06/95,7.9
01/07/95,8.04
01/08/95,8.19
01/09/95,7.93
01/10/95,7.75
01/11/95,7.68
01/12/95,7.49
01/01/96,7.47
01/02/96,7.63
01/03/96,8.03
01/04/96,8.19
01/05/96,8.3
01/06/96,8.4
01/07/96,8.35
01/08/96,8.18
01/09/96,8.35
01/10/96,8.07
01/11/96,7.79
01/12/96,7.89
01/01/97,8.09
01/02/97,7.94
01/03/97,8.18
01/04/97,8.34
01/05/97,8.2
01/06/97,8.02
01/07/97,7.75
01/08/97,7.82
01/09/97,7.7
01/10/97,7.57
01/11/97,7.42
01/12/97,7.32
01/01/98,7.19
01/02/98,7.25
01/03/98,7.32
01/04/98,7.33
01/05/98,7.3
01/06/98,7.13
01/07/98,7.15
01/08/98,7.14
01/09/98,7.09
01/10/98,7.18
01/11/98,7.34
01/12/98,7.23
01/01/99,7.29
01/02/99,7.39
01/03/99,7.53
01/04/99,7.48
01/05/99,7.72
01/06/99,8.02
01/07/99,7.95
01/08/99,8.15
01/09/99,8.2
01/10/99,8.38
01/11/99,8.15
01/12/99,8.19
01/01/00,8.33
01/02/00,8.29
01/03/00,8.37
01/04/00,8.4
01/05/00,8.9
01/06/00,8.48
01/07/00,8.35
01/08/00,8.26
01/09/00,8.35
01/10/00,8.34
01/11/00,8.28
01/12/00,8.02
01/01/01,7.93
01/02/01,7.87
01/03/01,7.84
01/04/01,8.07
01/05/01,8.07
01/06/01,7.97
01/07/01,7.97
01/08/01,7.85
01/09/01,8.03
01/10/01,7.91
01/11/01,7.81
01/12/01,8.05
01/01/02,7.87
01/02/02,7.89
01/03/02,8.11
01/04/02,8.03
01/05/02,8.09
01/06/02,7.95
01/07/02,7.9
01/08/02,7.58
01/09/02,7.4
01/10/02,7.73
01/11/02,7.62
01/12/02,7.45
01/01/03,7.35
01/02/03,7.06
01/03/03,6.95
01/04/03,6.85
01/05/03,6.38
01/06/03,6.19
01/07/03,6.62
01/08/03,7.01
01/09/03,6.79
01/10/03,6.73
01/11/03,6.66
01/12/03,6.6
01/01/04,6.44
01/02/04,6.27
01/03/04,6.11
01/04/04,6.46
01/05/04,6.75
01/06/04,6.78
01/07/04,6.62
01/08/04,6.46
01/09/04,6.27
01/10/04,6.21
01/11/04,6.2
01/12/04,6.15
01/01/05,6.02
01/02/05,5.82
01/03/05,6.06
01/04/05,6.05
01/05/05,6.01
01/06/05,5.86
01/07/05,5.95
01/08/05,5.96
01/09/05,6.03
01/10/05,6.3
01/11/05,6.39
01/12/05,6.32
01/01/06,6.24
01/02/06,6.27
01/03/06,6.41
01/04/06,6.68
01/05/06,6.75
01/06/06,6.78
01/07/06,6.76
01/08/06,6.59
01/09/06,6.43
01/10/06,6.42
01/11/06,6.2
01/12/06,6.22
01/01/07,6.34
01/02/07,6.28
01/03/07,6.27
01/04/07,6.39
01/05/07,6.39
01/06/07,6.7
01/07/07,6.65
01/08/07,6.65
01/09/07,6.59
01/10/07,6.48
01/11/07,6.4
01/12/07,6.65
01/01/08,6.54
01/02/08,6.82
01/03/08,6.89
01/04/08,6.97
01/05/08,6.93
01/06/08,7.07
01/07/08,7.16
01/08/08,7.15
01/09/08,7.31
01/10/08,8.88
01/11/08,9.21
01/12/08,8.43
01/01/09,8.14
01/02/09,8.08
01/03/09,8.42
01/04/09,8.39
01/05/09,8.06
01/06/09,7.5
01/07/09,7.09
01/08/09,6.58
01/09/09,6.31
01/10/09,6.29
01/11/09,6.32
01/12/09,6.37
01/01/10,6.25
01/02/10,6.34
01/03/10,6.27
01/04/10,6.25
01/05/10,6.05
01/06/10,6.23
01/07/10,6.01
01/08/10,5.66
01/09/10,5.66
01/10/10,5.72
01/11/10,5.92
01/12/10,6.1
01/01/11,6.09
01/02/11,6.15
01/03/11,6.03
01/04/11,6.02
01/05/11,5.78
01/06/11,5.75
01/07/11,5.76
01/08/11,5.36
01/09/11,5.27
01/10/11,5.37
01/11/11,5.14
01/12/11,5.25
01/01/12,5.23
01/02/12,5.14
01/03/12,5.23
01/04/12,5.19
01/05/12,5.07
01/06/12,5.02
01/07/12,4.87
01/08/12,4.91
01/09/12,4.84
01/10/12,4.58
01/11/12,4.51
01/12/12,4.63
01/01/13,4.73
01/02/13,4.85
01/03/13,4.85
01/04/13,4.59
01/05/13,4.73
01/06/13,5.19
01/07/13,5.32
01/08/13,5.42
01/09/13,5.47
01/10/13,5.31
01/11/13,5.38
01/12/13,5.38
01/01/14,5.19
01/02/14,5.1
01/03/14,5.06
01/04/14,4.9
01/05/14,4.76
01/06/14,4.8
01/07/14,4.73
01/08/14,4.69
01/09/14,4.8
01/10/14,4.69
01/11/14,4.79
01/12/14,4.74
01/01/15,4.45
01/02/15,4.51
01/03/15,4.54
01/04/15,4.48
01/05/15,4.89
01/06/15,5.13
01/07/15,5.2
01/08/15,5.19
01/09/15,5.34
01/10/15,5.34
01/11/15,5.46
01/12/15,5.46
01/01/16,5.45
01/02/16,5.34
01/03/16,5.13
01/04/16,4.79
01/05/16,4.68
